id,cluster,X,Y
515,0,-22.607363,15.783631
516,0,-21.920694,16.45797
517,0,-15.414078,17.971058
519,0,-16.913597,11.240494
520,0,-19.151993,10.096809
521,0,-19.361868,-4.4604087
567,0,-20.10207,-5.6329527
568,0,-15.886209,7.749018
572,0,-17.372648,-2.7026198
102,1,19.780453,-8.255263
350,1,20.823204,-0.75209653
96,1,19.442127,-2.4300952
95,1,21.300058,0.8465815
345,1,20.68041,3.4915612
331,1,22.536316,-4.013792
467,1,17.575844,-0.13093658
466,1,21.263323,2.426574
113,1,18.355932,-12.061398
111,1,15.683375,-8.60608
110,1,19.068502,0.3009541
105,1,19.72314,-15.300844
104,1,21.297277,-13.599532
103,1,13.474743,26.839512
351,1,21.23981,-0.5799905
100,1,17.28767,-15.5911
212,1,15.208813,-13.26015
196,1,19.221994,-11.480257
195,1,15.719345,-7.584705
383,1,21.733686,-10.300994
382,1,20.35248,-12.583559
381,1,20.106918,-12.362278
380,1,16.020079,-7.9670467
379,1,18.568478,-6.4920487
377,1,18.261509,-2.9235694
375,1,18.553331,0.8882901
372,1,11.555422,-17.416582
267,1,22.624416,-5.677855
393,1,15.824131,-6.257549
402,1,13.476924,-17.878256
401,1,12.162639,-15.4621935
46,1,12.997997,-17.607996
45,1,21.796856,-8.660444
44,1,19.11438,-8.483469
552,1,23.08815,-0.1595962
551,1,20.699427,2.240083
546,1,19.409306,3.8648174
32,1,18.712492,-7.5412507
29,1,18.414429,1.8228794
28,1,18.124422,-1.7510555
54,1,18.685862,3.474219
262,1,21.433794,-11.180535
258,1,16.147465,-19.493992
313,1,15.91002,-18.373905
307,1,17.154356,-7.7448945
302,1,13.955712,27.041504
291,1,17.823683,-8.381987
248,1,22.305422,-7.91071
247,1,17.896185,-7.6448956
538,1,20.43534,2.5946004
235,1,12.512132,27.155369
234,1,11.445075,25.706865
227,1,16.482954,-9.113621
157,1,19.989523,-13.207074
178,1,16.470476,-16.165678
173,1,12.564791,27.944494
153,1,19.534376,-8.792582
34,1,21.44442,-11.74805
163,1,12.646701,-16.522615
162,1,20.866568,-14.065928
154,1,19.954918,-8.632151
155,1,16.566156,-7.0028768
156,1,21.821453,-9.182819
179,1,22.089516,-11.686293
161,1,19.326284,-12.8793745
160,1,19.222258,-11.811875
395,1,19.778196,0.80078304
43,1,17.159557,1.1385632
159,1,21.631039,-12.487004
35,1,16.359606,-17.769993
158,1,14.151349,27.209858
42,1,17.515959,0.90930164
182,1,22.708963,1.9823638
55,1,21.045702,-1.3249956
134,1,4.4328833,-14.837812
122,1,19.495394,2.5663247
63,1,22.486105,-8.7164345
355,1,18.021404,-17.33425
354,1,18.065298,-17.277256
353,1,17.28767,-15.5911
396,1,14.959813,26.25781
584,1,22.253746,2.5670474
149,1,17.112215,-1.6956708
554,1,20.353594,1.8587635
183,1,19.660044,-1.1424575
152,1,11.642374,25.60609
397,2,-2.2847939,-21.353655
296,2,-4.3366833,18.221697
9,2,-2.8967354,-20.47719
295,2,-3.1185033,18.593159
294,2,-0.68255055,29.114563
268,2,-3.393732,18.59085
275,2,-0.65367156,-13.320522
281,2,1.7131212,-15.710253
282,2,7.0347457,-17.222164
577,2,1.4072601,-18.051327
50,2,1.5233397,-20.862566
557,2,-3.3184185,-18.693491
556,2,-4.611944,-22.94415
553,2,-5.3328686,-18.233328
575,2,4.1662006,-18.560944
59,2,-3.4610136,-23.098225
399,2,2.4824097,-16.119164
56,2,-3.6072419,-19.885288
387,2,-4.057558,-17.779037
386,2,-5.644979,-18.566387
321,2,-3.862313,-20.789576
360,2,-6.538166,-18.83572
361,2,-1.0177753,-17.475317
366,2,-1.9118437,-18.281616
128,2,-3.9781625,-21.6064
125,2,-4.7272925,-18.027296
119,2,2.5690634,-15.315749
114,2,-5.1134787,-17.295568
186,2,-10.925409,10.248483
185,2,-3.2450776,-22.039867
200,2,-3.7532024,-21.067741
202,2,-0.24315812,-17.703926
214,2,-3.295,19.267544
170,2,3.1929975,-20.633953
165,2,-2.637709,-13.274063
398,2,-6.4923162,15.916627
323,2,-2.0139728,-16.896757
324,2,-1.0780354,-13.139364
326,2,1.4973751,-14.4807205
470,2,-4.6923804,-20.980356
503,2,-5.1635256,-21.206923
332,2,2.3507147,-18.367191
349,2,1.3471198,-19.10903
83,2,0.9591892,-20.909584
85,2,2.2737381,-19.196144
239,2,-6.0183487,-17.943138
140,2,-10.291854,9.758684
137,2,1.7314001,-19.923685
249,2,-3.6556358,18.788147
254,2,3.1559737,14.836762
347,3,3.0086706,10.508056
341,3,-7.402371,17.29856
330,3,23.698135,0.4979032
218,3,-2.2192621,-11.459689
545,3,6.0925317,8.187747
286,3,-14.786063,21.345064
52,3,-1.6813388,-10.607118
536,3,5.8178005,12.410834
527,3,-12.6234865,19.075829
569,3,-11.810464,20.294842
39,3,9.659482,8.848394
528,3,-15.116762,-1.0963221
518,3,-11.917697,19.630398
58,3,-9.122323,18.820578
542,3,-13.248132,18.276215
543,3,-17.216553,-1.6701574
537,3,-13.844937,-3.4938405
540,3,-9.469766,14.488102
18,3,8.535671,10.748638
19,3,2.4118547,11.451409
20,3,8.993041,10.816927
317,3,-8.600209,19.784262
305,3,1.502576,12.267352
549,3,8.495791,8.213016
550,3,7.5760856,9.16936
138,3,9.435872,8.118871
130,3,-10.916363,14.225347
410,3,-10.057991,14.186243
408,3,-14.027791,18.276869
494,3,8.050969,6.1282873
496,3,6.6931524,12.57971
484,3,-11.904253,11.312456
485,3,-10.815834,11.693408
84,3,7.3357096,12.659406
369,3,8.789283,11.879646
364,3,-12.56115,22.580765
365,3,-6.3549623,16.83882
73,3,-8.752069,17.979956
76,3,-15.72435,-2.678185
65,3,-7.9160957,18.266518
67,3,-7.734759,14.041501
72,3,-10.638945,22.108974
432,3,-12.124964,21.398008
422,3,-12.308275,23.539139
424,3,-13.0887165,23.766697
473,3,-15.31029,18.594757
255,3,-0.3046886,11.665583
243,3,9.761597,9.9855385
445,3,5.8559337,7.5798006
434,3,-7.621666,16.328804
436,3,-10.41769,13.135339
440,3,-10.755887,17.726051
426,3,-12.945117,19.470629
427,3,-13.574863,19.555418
428,3,-12.92248,21.263906
236,3,-8.323012,13.90951
106,3,-5.370331,17.602867
107,3,-8.250215,20.34885
203,3,7.75475,8.0199995
117,3,6.725884,13.040351
471,3,-12.589612,20.44175
461,3,8.051427,7.4472976
449,3,5.64813,10.505056
450,3,2.8287675,8.879059
451,3,5.271567,9.085884
455,3,2.5174787,10.447878
498,3,7.5378814,7.473856
499,3,8.199206,8.593597
489,3,-8.504877,16.970379
490,3,-11.889904,12.989796
491,3,-10.038912,17.849352
492,3,-10.009414,17.298296
544,3,7.881614,10.308994
530,3,-16.14857,-1.8865311
532,3,-15.412141,0.01969687
51,3,8.928632,10.526275
570,3,-8.127296,19.534555
571,3,-8.983389,15.008947
261,3,-10.658262,13.1164255
7,3,-11.603209,21.240952
573,3,-14.501272,-0.68573314
576,3,6.256068,9.381199
48,3,-14.531272,18.852055
533,3,-15.687471,-0.10483798
1,4,5.4484534,-24.25489
335,4,7.58697,-26.383455
346,4,7.309438,-25.371262
283,4,8.040478,-19.987984
284,4,8.323698,-20.65665
279,4,4.7950945,-18.702017
280,4,-0.059394002,-18.3306
26,4,12.133422,-20.706999
27,4,10.121633,-27.31688
30,4,9.01155,-20.059912
31,4,15.321796,-20.351389
22,4,3.1349428,-24.45546
24,4,11.133565,-26.789797
16,4,7.4720936,-28.162197
210,4,5.4296856,-27.19201
204,4,7.487006,-20.85774
205,4,7.098267,-18.130919
120,4,11.654854,-26.125418
108,4,6.518799,-21.650997
112,4,13.424147,-23.392822
97,4,10.657147,-21.523638
98,4,10.373002,-27.537092
99,4,7.668886,-18.234644
244,4,8.251874,-22.060541
233,4,9.750793,-26.698336
226,4,9.285212,-21.825026
101,4,13.408988,-22.647284
25,4,12.130058,-25.217075
151,4,12.811667,-21.882921
141,4,-15.266003,-12.458934
142,4,9.835571,-20.99741
135,4,6.316858,-23.836088
121,4,11.224201,-21.0009
256,4,9.956746,-25.115364
206,4,12.095367,-17.912783
193,4,10.813596,-26.337418
378,4,14.787158,-20.742437
88,4,8.939925,-18.651194
174,4,3.1070292,-22.335135
150,4,10.788286,-15.275886
91,4,3.0702033,-22.772915
86,4,12.226959,-22.963799
384,4,10.451549,-22.740026
373,4,-15.018976,-12.742809
187,4,5.3303237,-25.288303
192,4,9.10726,-25.339178
41,4,10.87861,-24.14934
33,4,14.056196,-21.50704
581,4,6.641882,-26.417582
580,4,6.407559,-25.571995
579,4,6.646309,-27.076063
257,4,12.643378,-18.949007
60,4,7.3553,-22.253109
62,4,11.011571,-18.080725
276,4,3.741286,-24.847214
578,4,6.4311724,-24.959501
287,5,-0.32105732,32.262295
288,5,9.177014,29.140354
582,5,7.4897175,30.266172
566,5,3.887549,31.741585
583,5,7.058983,30.358538
329,5,3.015234,28.632416
371,5,3.864654,29.082747
374,5,2.5644352,26.485687
362,5,2.4000406,30.09172
359,5,1.7490159,28.899193
171,5,11.568052,28.604948
145,5,9.569519,27.4271
146,5,10.188247,27.68155
92,5,9.9856415,29.561594
194,5,12.385874,29.215055
298,5,7.9116025,27.160526
299,5,9.199488,26.216154
394,5,10.813975,30.731874
400,5,12.289636,28.26835
385,5,1.534156,28.786894
123,5,0.43499824,30.110569
263,5,0.20577131,31.411644
264,5,4.2769775,31.148394
318,5,1.4215158,26.680569
308,5,4.284287,32.42797
309,5,2.4137678,33.0628
311,5,6.4171834,30.5949
230,5,8.63725,28.072638
231,5,7.9883533,27.562426
300,5,9.235861,25.36962
301,5,4.617195,33.317677
292,5,0.7687305,31.167841
252,5,6.958983,31.132576
253,5,6.8192,31.200485
228,5,9.404056,28.422895
229,5,10.364159,28.659145
126,5,4.5971394,33.90845
115,5,5.564773,33.649513
5,5,5.6282954,31.21397
277,5,1.7759396,30.452744
278,5,8.097152,31.394793
265,5,4.6967616,28.479862
269,5,5.591882,27.91063
322,5,7.342589,26.872074
327,5,0.44365925,29.584091
328,5,3.2960818,28.921295
222,5,6.150566,29.892004
343,5,2.5278401,33.509506
223,5,5.579046,28.167896
565,5,2.284473,30.864042
563,5,3.9931295,33.024162
509,6,1.6360426,0.47648752
38,6,-0.40174994,-0.7887038
61,6,10.225765,-2.4830945
53,6,10.218918,-1.7141087
522,6,0.15061745,4.529306
316,6,11.898309,-3.2340026
266,6,8.353224,-3.331596
270,6,2.750128,0.0026467252
271,6,2.132094,-0.42987666
493,6,7.654297,5.435345
495,6,2.4874198,6.2663355
89,6,13.440229,-3.143272
90,6,16.354988,2.3023977
306,6,-1.4205534,10.264047
310,6,9.922368,4.767887
272,6,0.22144726,3.7916088
82,6,-0.35919285,-1.7205732
389,6,1.3338412,9.572198
390,6,-14.417903,-4.7156935
132,6,4.1116614,-2.1848109
133,6,-1.9649563,3.0550075
136,6,0.8640923,5.1086
303,6,-0.94430524,2.0949185
304,6,0.39736572,8.266183
80,6,13.940628,1.2831336
87,6,13.257165,-4.209597
405,6,3.3117716,4.844822
143,6,11.74787,0.4830267
144,6,9.520619,-1.19975
175,6,16.683474,-3.03123
176,6,16.004438,-2.4548018
147,6,8.324632,-3.2832816
148,6,12.421018,-2.631685
177,6,15.947744,-3.204778
180,6,2.0529256,3.573315
181,6,2.171914,3.706232
172,6,-0.5436862,5.421464
246,6,14.678334,-1.9624274
289,6,13.004788,-3.7826757
293,6,15.565006,3.9309044
312,6,14.8661995,0.73244214
297,6,12.641557,-2.0549219
189,6,2.3096676,1.4749237
190,6,2.4724185,0.7830688
191,6,2.3540003,1.9451482
370,6,-1.3090621,10.491022
376,6,16.381458,0.7828372
459,6,0.28201935,5.350285
460,6,3.1806576,2.2907588
462,6,-17.586498,-5.796594
463,6,-14.479296,-4.270901
225,6,9.4513,-1.8340985
242,6,0.44596434,2.423171
245,6,16.092045,-0.8203099
477,6,14.034078,-0.385962
465,6,15.854509,1.4788035
446,6,5.3430066,7.154469
447,6,4.359324,0.66642034
448,6,4.0417023,3.1277106
444,6,1.1642623,2.8619692
118,6,4.1701074,7.1391993
211,6,3.3695586,-0.5387297
213,6,0.77584463,1.03369
216,6,12.293349,-1.6576433
224,6,2.9853888,1.4537975
344,6,9.965207,4.810861
232,6,11.790299,0.28956482
352,6,11.1767845,-2.3551116
510,6,3.0238063,0.9384956
511,6,4.1456833,1.9180695
464,6,-14.993144,-4.62173
452,6,-0.70243526,8.269067
453,6,-2.1175263,2.6704519
454,6,1.2310239,5.491325
457,6,0.79113424,6.123199
458,6,0.5487508,6.6719694
497,6,1.864905,0.929545
456,6,0.5468993,8.835367
505,6,7.4641647,5.3134613
508,6,1.7646395,1.5761505
12,6,0.7509588,-0.47298703
21,6,4.6973,6.5252986
23,6,8.250662,-3.9385607
78,6,-0.97000307,9.671866
79,6,6.4841104,6.3887196
93,6,12.270494,-3.723369
94,6,16.740812,-2.160145
81,6,-0.034192394,-1.6791602
273,6,11.770549,-4.014014
523,6,15.336317,-1.2670913
260,7,-1.9122666,-27.14861
285,7,-5.121685,-26.536259
274,7,-6.9864006,-26.715683
560,7,-3.4039764,-31.232336
36,7,-2.657339,-26.426826
40,7,0.8437765,-29.946028
49,7,5.754042,-28.97225
502,7,-1.9822758,-26.298788
506,7,0.036501613,-30.237062
507,7,1.8220855,-25.55788
342,7,-4.3376694,-28.601576
334,7,-7.2075844,-29.345758
348,7,0.8347493,-30.881144
337,7,-1.1854106,-27.929842
340,7,-6.4289374,-32.1336
215,7,-3.3949044,-25.925682
201,7,-1.2342851,-31.99314
217,7,-4.6707153,-30.516354
109,7,-16.033361,-14.121451
116,7,4.6069403,-28.75818
238,7,-4.75054,-24.722057
207,7,-3.0029604,-30.77834
197,7,-6.3930674,-25.370487
198,7,-3.9221714,-32.749466
290,7,-4.5874176,-27.427187
250,7,-6.626631,-27.091433
251,7,-5.061559,-28.20852
184,7,-3.4346895,-29.717226
368,7,-13.540675,-13.521341
188,7,6.557761,-28.55947
139,7,1.879925,-23.440863
168,7,-5.556417,-27.54542
68,7,-16.626888,6.45811
69,7,-19.157751,5.3295403
70,7,-19.362467,5.133595
71,7,-5.8707304,-31.779055
548,7,-3.5303133,-28.184597
388,7,-9.258232,-24.237299
404,7,-9.235355,-24.304493
75,7,-5.756933,-30.5193
77,7,4.3186646,-27.612507
14,7,6.2342014,-30.291836
15,7,2.332601,-24.519875
2,7,-2.679439,-33.006203
17,7,-0.36386383,-28.79404
547,7,-4.2035685,-30.596807
320,7,4.4652357,-28.998688
57,7,-1.1095148,-26.099194
3,7,-3.638128,-31.74964
4,7,-18.742638,-13.032053
6,7,-2.6182883,-28.004765
8,7,-4.003697,-25.125795
10,7,6.930113,-29.78775
11,7,-16.274332,-14.343667
559,7,-4.661442,-26.140612
558,7,-2.8073654,-30.127151
555,7,-4.8737326,-25.567945
564,7,-1.8473707,-31.526197
0,7,-2.5600662,-28.693329
574,7,4.4595304,-26.884527
47,7,-4.4604874,-31.957636
