molecule,SMILES,precursor_scscore,scscore,anode_limit,element_friendliness,capacity(mAh/g),total_score
75,[Li]n1c(CCC(=O)[O-])[n+]([Li])c2ccccc21,0.4862746345067467,0.508521728225591,1.0,0.14285714285714296,0.12688670691487058,2.2645402125043512
334,[Li]n1c(=O)n([Li])c2cc3c(cc21)OCCO3,0.4710126019929473,0.5028993198532444,1.0,0.18181818181818202,0.09476233831326857,2.2504924419776424
71,[Li]n1c(=O)n([Li])c2cc(CC(=O)O)ccc21,0.37197205605486205,0.5891296287945001,1.0,0.18181818181818202,0.09476233831326857,2.237682204980813
251,[Li]n1c(=O)n([Li])c2cc(C(=C)C)c(F)cc21,0.4269575897000487,0.31330890941586415,1.0,0.38509316770186325,0.09445584353509313,2.2198155103528694
36,[Li]n1c(=O)c(=O)n([Li])c2cc(F)c(F)cc21,0.7103953685779286,0.6502133477450373,0.0,0.8571428571428571,0.0014310679929485414,2.2191826414587714
547,[Li]n1c(=O)n([Li])c2cc(C(C)(F)F)ccc21,0.27513036905372984,0.2886256981991871,1.0,0.6493506493506493,0.0007610469172220627,2.2138677635207884
346,[Li]n1c(=S)n([Li])c2c(C)cc(C)cc21,0.3953368085558082,0.29170315198787633,1.0,0.18181818181818202,0.33566173954515516,2.204519881907022
210,[Li]n1c(=S)n([Li])c2c(F)c(F)ccc21,0.4695265750705676,0.519514400231354,0.0,1.0,0.19428633132712242,2.183327306629044
574,[Li]n1c(=O)n([Li])c2c(F)c(Cl)ccc21,0.3377778487860435,0.2785853743773985,1.0,0.3571428571428573,0.18767261976540603,2.1611787000717055
342,[Li]n1c(=O)n([Li])c2cc(C(C)=O)c(C)cc21,0.4356117496394973,0.45216428536069825,1.0,0.14285714285714296,0.12688670691487058,2.157519884772209
2,[Li]n1c(=S)n([Li])c2cc(OCC)ccc21,0.4679876172537146,0.4457150420933597,1.0,0.16149068322981378,0.06146568199093538,2.1366590245678236
187,[Li]n1c(=S)n([Li])c2c(F)cc(F)cc21,0.4383543425460281,0.4852428822894159,0.0,1.0,0.19428633132712242,2.1178835561625666
494,[Li]N1CC(=O)N([Li])c2cc(F)cc(F)c21,0.5239857072751111,0.5359948157019531,0.0,0.7969924812030071,0.22959845815462107,2.0865714623346925
285,[Li]n1c(=O)n([Li])c2c(F)cc(SC)cc21,0.26141777878405287,0.33691263932932264,1.0,0.4857142857142858,0.0,2.0840447038276615
198,[Li]n1c(=O)n([Li])c2cc(CC(F)F)ccc21,0.13426686360473467,0.29620738900401666,1.0,0.6493506493506493,0.0007610469172220627,2.0805859488766227
201,[Li]n1c(=O)n([Li])c2cc(CCF)ccc21,0.08909519698672444,0.2584460798595483,1.0,0.41558441558441545,0.30030740794867367,2.063433100379362
279,[Li]n1c(=S)n([Li])c2c(F)ccc(C)c21,0.5898580870013317,0.6386453857094352,0.0,0.5263157894736841,0.2635307008247797,2.0183499630092308
197,[Li]n1c(=O)n([Li])c2c(CC(F)F)cccc21,0.17801789932557296,0.18386757105178642,1.0,0.6493506493506493,0.0007610469172220627,2.0119971666452305
250,[Li]n1c(=O)n([Li])c2cc(C(C)C)c(F)cc21,0.3291598971222091,0.2890806347772311,1.0,0.33142857142857163,0.06225627792202357,2.0119253812500353
25,[Li]n1c(=S)n([Li])c2cc(C)ccc21,0.6137634008404986,0.5193480907946381,0.0,0.2556390977443609,0.6170506277815779,2.0058012171610757
98,[Li]n1c(=O)n([Li])c2cc(C=O)ccc21,0.4582134893405707,0.5688789324824152,0.0,0.2857142857142859,0.6627495046994255,1.9755562122366976
60,[Li]n1c(=O)c(=S)n([Li])c2ccccc21,0.6451045086653541,0.6960627867669635,0.0,0.2857142857142859,0.3364794710307857,1.9633610521773894
568,[Li]N1C(=O)C(CO)N([Li])c2cc(F)ccc21,0.2544609744029209,0.27608528685822964,1.0,0.38509316770186325,0.031363234698631254,1.947002663661645
26,[Li]n1c(=S)n([Li])c2c(C)cccc21,0.5835152662253578,0.48879441300862364,0.0,0.2556390977443609,0.6170506277815779,1.9449994047599202
109,[Li]n1c(=O)n([Li])c2c3ccccc3ccc21,0.2728488013976973,0.24522288280643012,1.0,0.18181818181818202,0.2286721870542369,1.9285620530765466
501,[Li]N1C(=O)[C@H](CO)N([Li])c2cc(F)ccc21,0.28347780518435334,0.20871488305232536,1.0,0.38509316770186325,0.031363234698631254,1.9086490906371731
407,[Li]N1C(=O)CC(=O)N([Li])c2cc(F)ccc21,0.7336276189916003,0.659353181763732,0.0,0.4489795918367345,0.06295231976009724,1.904912712352164
142,[Li]n1c(=S)n([Li])c2c(O)cccc21,0.5592397200902304,0.4456379822564909,0.0,0.3193277310924371,0.5748132088788918,1.8990186423180502
99,[Li]n1c(=O)n([Li])c2c(C=O)cccc21,0.4322194787639057,0.47914285497293607,0.0,0.2857142857142859,0.6627495046994255,1.8598261241505534
207,[Li]n1c(=S)n([Li])c2cc(OCF)ccc21,0.13905635030499242,0.2199994104148714,1.0,0.4857142857142858,3.5607045094140994e-16,1.8447700464341499
214,[Li]N(C=O)c1cc(F)cc2c1N([Li])C(=O)C2,0.17980315816663084,0.12930473483961458,1.0,0.4489795918367345,0.06295231976009724,1.8210398046030771
337,[Li]n1c(S(=O)(=O)[O-])[n+]([Li])c2ccccc21,1.0,0.5612133786841428,0.0,0.2556390977443609,0.00028915515145930856,1.817141631579963
373,[Li]N1ON([Li])c2c1ccc1ccccc21,0.4540608493436983,0.6984316335547257,0.0,0.20408163265306128,0.45222439073745807,1.8087985062889433
22,[Li]n1c(=O)c(=O)n([Li])c2cc(C)ccc21,0.5820577451363621,0.6395046029299267,0.0,0.20408163265306128,0.374831646831382,1.8004756275507319
274,[Li]n1c(=O)n([Li])c2c(F)cc(C(C)C)cc21,0.24408431926375568,0.15283739563191445,1.0,0.33142857142857163,0.06225627792202357,1.7906065642462652
348,[Li]n1c(CC(=O)[O-])[n+]([Li])c2ccccc21,0.6204252026906283,0.5720949545044196,0.0,0.20408163265306128,0.3748316468313827,1.7714334366794917
40,[Li]n1c(=O)n([Li])c2cc(C(C)=O)ccc21,0.5434885313849996,0.6241828013604576,0.0,0.20408163265306128,0.3748316468313827,1.7465846122299014
398,[Li]N1CCN([Li])c2c(OC)ccc(OC)c21,0.7707949793065284,0.8231264007371957,0.0,0.08163265306122461,0.06186093200670192,1.7374149651116504
188,[Li]n1c(=S)n([Li])c2cc(F)c(C)cc21,0.5445166217149484,0.3978220881695135,0.0,0.5263157894736841,0.2635307008247797,1.7321852001829257
436,[Li]N1CC(C)C(=O)N([Li])c2c(F)cccc21,0.16867431507809688,0.1639984044689689,1.0,0.33142857142857163,0.06225627792202357,1.726357568897661
493,[Li]N1CC(=O)N([Li])c2c(F)cc(F)cc21,0.487406896881132,0.2100394623712026,0.0,0.7969924812030071,0.22959845815462035,1.7240372986099621
11,[Li]n1c(=O)n([Li])c2cc3ccccc3cc21,0.6045317410580108,0.6979395045990343,0.0,0.18181818181818202,0.2286721870542369,1.7129616145294642
238,[Li]n1c(=O)n([Li])c2c(F)c(OC)c(C)cc21,0.1163891868748845,0.17261393895207466,1.0,0.38509316770186325,0.031363234698631254,1.7054595282274536
378,[2H]c1cccc2c1n([Li])c(=S)n2[Li],0.0909560626503984,0.31532677330079634,0.0,0.3571428571428573,0.9215798368367096,1.6850055299307618
88,[Li]n1c(=O)n([Li])c2c(Cl)cccc21,0.5848016275962518,0.5255630946483116,0.0,0.035714285714286004,0.5251076775319049,1.6711866854907544
315,[Li]N(C)c1ccc(C(=O)OC)cc1N([Li])F,0.6664560483687807,0.6714175043450923,0.0,0.33142857142857163,0.00038047817178556533,1.6696826023142302
505,[Li]N1CC(=O)N([Li])c2c1ccc(F)c2F,0.29080815053529624,0.3259231798908588,0.0,0.7969924812030071,0.22959845815462107,1.6433222697837833
217,[Li]n1c(=O)n([Li])c2c(F)c(COC)ccc21,0.06942196571423505,0.15515089992296996,1.0,0.38509316770186325,0.031363234698631254,1.6410292680376994
6,[Li]n1c(=O)c(=O)n([Li])c2cc(OC)ccc21,0.6461754758058513,0.7155810188403793,0.0,0.18181818181818202,0.09476233831326786,1.6383370147776806
17,[Li]n1c(=O)n([Li])c2cc(C(=O)O)ccc21,0.48713976709613716,0.539132527853207,0.0,0.2556390977443609,0.3377625852882966,1.6196739779820017
260,[Li]n1c(=O)n([Li])c2cc(C(=O)O)c(F)cc21,0.5955560759542088,0.46192046189519265,0.0,0.5263157894736841,0.032046142647259405,1.6158384699703447
581,[Li]n1c(=S)n([Li])c2c(F)c(C)ccc21,0.4247458500329771,0.38034952560421087,0.0,0.5263157894736841,0.2635307008247797,1.5949418659356516
560,[Li]n1c(=S)n([Li])c2cc(CO)c(F)cc21,0.5280932524160646,0.5783344290394493,0.0,0.4857142857142858,3.5607045094140994e-16,1.5921419671698
8,[Li]n1c(=O)c(=O)n([Li])c2cc(C)c(C)cc21,0.6687763852829127,0.6520215495270734,0.0,0.14285714285714296,0.12688670691487058,1.5905417845819998
480,[Li]N1CCC(=O)N([Li])c2cc(F)c(F)cc21,0.42078289767691784,0.51592777309773,0.0,0.6493506493506493,0.0007610469172220627,1.5868223670425192
186,[Li]N1C(=O)C(F)C(=O)N([Li])c2ccccc21,0.44643198882304225,0.6080999055594992,0.0,0.4489795918367345,0.06295231976009724,1.5664638059793732
47,[Li]n1c(=O)n([Li])c2cc(C(=O)OC)ccc21,0.6060800932632118,0.6652203269620552,0.0,0.18181818181818202,0.09476233831326857,1.5478809403567177
215,[Li]n1c(=O)c(=O)n([Li])c2cc(F)c(C)cc21,0.6034989930484944,0.41828998616599716,0.0,0.4489795918367345,0.06295231976009724,1.5337208908113233
135,[Li]n1c(=S)n([Li])c2c(OC)cccc21,0.5505789806778275,0.4413092131559074,0.0,0.22857142857142884,0.29939712183014566,1.5198567442353095
506,[Li]n1c(=O)n([Li])c2cc(C(F)F)ccc21,0.28770359318107996,0.15980071038382612,0.0,0.7969924812030071,0.22959845815462107,1.4740952429225342
249,[Li]N(O)c1ccc(F)c2c1N([Li])[C@H](C)CO2,0.0051956641087324215,0.10726653087188141,1.0,0.33142857142857163,0.0003804781717852092,1.4442712445809704
10,[Li]n1c(=S)n([Li])c2cc(Cl)ccc21,0.6266601291387037,0.5510024329292386,0.0,0.035714285714286004,0.22077557567367084,1.434152423455899
3,[Li]n1c(=S)n([Li])c2cc(C(=O)O)ccc21,0.5972271204442492,0.48683957887209,0.0,0.2556390977443609,0.062161386154440175,1.4018671832151401
580,[Li]n1c(=S)n([Li])c2c(C)cc(F)cc21,0.29401312101255345,0.28216664005004854,0.0,0.5263157894736841,0.2635307008247797,1.366026251361066
108,[Li]n1c(=S)n([Li])c2c(Cl)cccc21,0.5452232247700388,0.561977109044694,0.0,0.035714285714286004,0.22077557567367084,1.3636901952026899
319,[Li]N1C(=O)C(C(F)F)N([Li])c2ccccc21,0.2781713579339269,0.4084147453137935,0.0,0.6493506493506493,0.0007610469172220627,1.3366977995155918
335,[Li]n1c(=S)n([Li])c2c(C)c(C)ccc21,0.488473723875041,0.30990004060783727,0.0,0.18181818181818202,0.33566173954515516,1.3158536858462155
558,[Li]n1c(=S)n([Li])c2c(F)c(OC)ccc21,0.36002500951252114,0.4566508121188346,0.0,0.4857142857142858,3.5607045094140994e-16,1.302390107345642
579,[Li]n1c(=S)n([Li])c2c(C)c(F)ccc21,0.2877294111092255,0.2145121043662468,0.0,0.5263157894736841,0.2635307008247797,1.2920880057739361
138,[Li]N1CC(=O)N([Li])c2c(OC)cccc21,0.4443304724736719,0.3481598169657908,0.0,0.16149068322981378,0.3369442598729509,1.2909252325422274
164,[Li]N1CCN([Li])c2cc(C(=O)OC)ccc21,0.5138781548890776,0.5330678420575178,0.0,0.10989010989011004,0.09405264787894993,1.2508887547156553
0,[Li]n1c(=O)c(=O)n([Li])c2cc(Cl)ccc21,0.5954838037049607,0.6140653958920519,0.0,0.0,0.024982720845704093,1.2345319204427168
485,[Li]N1CCC(=O)N([Li])c2cc(F)cc(F)c21,0.219025467858401,0.35481526101606525,0.0,0.6493506493506493,0.0007610469172220627,1.2239524251423377
482,[Li]N1C(=O)C(C)N([Li])c2cc(F)cc(F)c21,0.2825229232344638,0.27423435767275456,0.0,0.6493506493506493,0.0007610469172220627,1.2068689771750898
168,[Li]n1c(=O)c(=O)n([Li])c2cc(CC)ccc21,0.35164925143576686,0.5835303597740344,0.0,0.14285714285714296,0.12688670691487058,1.204923460981815
545,[Li]N1CC(C)N([Li])c2cc(F)cc(F)c21,0.010448524805791679,0.3235977184638129,0.0,0.6086956521739129,0.22882944307277936,1.1715713385162967
555,[Li]n1c(=S)n([Li])c2c(OC)c(F)ccc21,0.30435472575655353,0.37813153602940075,0.0,0.4857142857142858,3.5607045094140994e-16,1.1682005475002406
106,[Li]N1C(=O)C[C@@H](CO)N([Li])c2ccccc21,0.39725527236262775,0.551722025942854,0.0,0.10989010989011004,0.09405264787894993,1.1529200560745416
564,[Li]n1c(=S)n([Li])c2cc(CC)c(F)cc21,0.3681986461146018,0.338460243356046,0.0,0.41558441558441545,0.030292892345782304,1.1525361974008457
259,[Li]N1CC(=O)N([Li])c2cc(OC)c(F)cc21,0.30415168384414304,0.42784659844011386,0.0,0.38509316770186325,0.03136323469863196,1.148454684684752
502,[Li]n1c(=O)n([Li])c2c(F)cc(C(=O)O)cc21,0.3130074928293161,0.26968749895576505,0.0,0.5263157894736841,0.03204614264725869,1.141056923906024
290,[Li]n1c(=S)n([Li])c2c(OCF)cccc21,0.1977403938741911,0.38455283936964896,0.0,0.4857142857142858,3.5607045094140994e-16,1.0680075189581264
414,[Li]N1CCCN([Li])c2cc(OC)c(F)cc21,0.3820238391180449,0.3635348372908714,0.0,0.2857142857142859,0.03068061554624921,1.0619535776694513
548,[Li]n1c(=O)c(=O)n([Li])c2cc(CF)ccc21,0.2605689184133053,0.2699931395219425,0.0,0.4489795918367345,0.06295231976009724,1.0424939695320796
525,[Li]N1CC(OC)CN([Li])c2c(F)cccc21,0.26413985147032,0.43754983975967804,0.0,0.2857142857142859,0.030680615546248496,1.0180845924905324
358,[Li]N(O)c1cc2c(cc1N([Li])O)CCCC2,0.35388945729988336,0.5145119918110727,0.0,0.08163265306122461,0.06186093200670192,1.0118950341788824
483,[Li]N1C(=O)C(C)N([Li])c2c(F)cc(F)cc21,0.2669813828846125,0.08031001017053681,0.0,0.6493506493506493,0.0007610469172220627,0.9974030893230207
70,[Li]N1CC(=O)N([Li])c2ccc(C(=O)O)cc21,0.46691611177958825,0.2467070865527321,0.0,0.18181818181818202,0.09476233831326857,0.9902037184637709
481,[Li]N1C(=O)[C@H](C)N([Li])c2c1ccc(F)c2F,0.15143636081064824,0.18748622339732665,0.0,0.6493506493506493,0.0007610469172220627,0.9890342804758462
484,[Li]N1CCC(=O)N([Li])c2c(F)cc(F)cc21,0.16470869348403216,0.16135818805510604,0.0,0.6493506493506493,0.0007610469172220627,0.9761785778070096
236,[Li]N1CCC(=S)N([Li])c2c(F)cccc21,0.2307621837648336,0.292920516635366,0.0,0.41558441558441545,0.030292892345782304,0.9695600083303973
69,[Li]N1CC(=O)N([Li])c2cc(C(=O)O)ccc21,0.41903398327084695,0.258845066842502,0.0,0.18181818181818202,0.09476233831326857,0.9544595702447994
67,[Li]N1C(=S)CC(C)N([Li])c2ccccc21,0.32739541178407705,0.38777570822844176,0.0,0.12571428571428597,0.09294034025371326,0.933825745980518
437,[Li]N1C(=O)CC(C)N([Li])c2ccc(F)cc21,0.2266160936893969,0.3090643632837994,0.0,0.33142857142857163,0.06225627792202357,0.9293653063237916
412,[Li]N1CCC(=O)N([Li])c2ccc(F)c(F)c21,0.11019075021811597,0.16506089626232398,0.0,0.6493506493506493,0.0007610469172220627,0.9253633427483113
413,[Li]N1C(=O)C(C)N([Li])c2c1ccc(F)c2F,0.2057147509271315,0.05262530466784199,0.0,0.6493506493506493,0.0007610469172220627,0.9084517518628449
254,[Li]N(O)c1ccc(F)c2c1N([Li])CCO2,0.17492562261861833,0.0707432922439259,0.0,0.41558441558441545,0.2291614754185224,0.890414805865482
435,[Li]N1C(=O)CC(C)N([Li])c2cc(F)ccc21,0.22288980839967315,0.23859278189040006,0.0,0.33142857142857163,0.06225627792202357,0.8551674396406684
141,[Li]N1CN([Li])c2c1ccc1ccccc21,0.18121090916903657,0.0,0.0,0.16149068322981378,0.49174648300391655,0.8344480754027669
434,[Li]N1C(=O)CC(C)N([Li])c2cccc(F)c21,0.22265354329854367,0.1605772490017896,0.0,0.33142857142857163,0.06225627792202357,0.7769156416509285
410,[Li]N1CCC(C)N([Li])c2c1ccc(F)c2F,0.11564848564753133,0.13784316195152663,0.0,0.5054945054945054,9.130650264140537e-05,0.7590774595962048
130,[Li]N1C(=O)CC(C)N([Li])c2cc(C)ccc21,0.30480071238394907,0.22509979533580668,0.0,0.08163265306122461,0.1261630985451753,0.7376962593261556
339,[Li]N1C(=O)CC(C)N([Li])c2cc(O)ccc21,0.2461045021127457,0.24820855087538232,0.0,0.10989010989011004,0.09405264787894993,0.698255810757188
490,[Li]N1CC(C)C(=O)N([Li])c2cccc(F)c21,0.15258218834341913,0.1458264027603535,0.0,0.33142857142857163,0.06225627792202357,0.6920934404543678
439,[Li]N1C(=O)C(CC)N([Li])c2cccc(F)c21,0.13273965117166642,0.14889148778365074,0.0,0.33142857142857163,0.06225627792202357,0.6753159883059124
540,[Li]N1CCC(C)N([Li])c2cc(F)cc(F)c21,0.0,0.1542647204402614,0.0,0.5054945054945054,9.130650264140537e-05,0.6598505324374082
489,[Li]N1C(=O)CC(C)N([Li])c2c(F)cccc21,0.103872553203611,0.14369050923291743,0.0,0.33142857142857163,0.06225627792202357,0.6412479117871236
541,[Li]N1CC(C)CN([Li])c2c(F)cc(F)cc21,0.04223021977864713,0.05145689749309411,0.0,0.5054945054945054,9.130650264140537e-05,0.5992729292688881
492,[Li]N1C(=O)C(CC)N([Li])c2c(F)cccc21,0.1319068126573943,0.0656369312269008,0.0,0.33142857142857163,0.06225627792202357,0.5912285932348903
341,[Li]N1C(=O)CC(C)N([Li])c2c(C)cccc21,0.12345092070157992,0.19259335809313835,0.0,0.08163265306122461,0.1261630985451753,0.5238400304011182
268,[Li]N(O)c1ccc(F)c2c1N([Li])C(C)CO2,0.12962674157946616,0.05571611596873075,0.0,0.33142857142857163,0.0003804781717852092,0.5171519071485537
261,[Li]N1CCC(=O)N([Li])c2c(F)cc(C)cc21,0.02265652025301859,0.08964029950471238,0.0,0.33142857142857163,0.06225627792202357,0.5059816691083262
