Molecule,Cluster,data,Cluster_center,Distance_to_center
520,0,[-0.4865678131560925 -0.0725723907917906  0.1673856496957085 -0.0349531120054635 -0.1988270943574449  0.1195768981897109],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.273184662840944
521,0,[-0.4127885053238048 -0.1406300102398505  0.5086705383985679 -0.3347682095611278 -0.0064336825769029 -0.1187991890132681],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.44951560630785176
522,6,[-0.0515581626950539 -0.1333424868666144  0.3386246704678977 -0.006026012962004  -0.0764428134426998  0.1378269016379619],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.23464674921954615
523,6,[ 0.3737855121833134 -0.1236170186475489  0.2522341421208125 -0.007490725132129  -0.0883007963831383  0.0645381141942038],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.332811446055397
524,0,[-0.6154625888523306 -0.0448975597976225  0.2853496675505642  0.1684682844615102 -0.0562882035123426 -0.0291605558461219],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.19828722711003344
525,2,[-0.4069193543954594  0.2264733239382362  0.1096789434319593 -0.0261093501831259 -0.0466081112929605  0.0043447495454935],[-0.3131634177773258  0.2059485104194073 -0.0513225718578879 -0.1428040027980441 -0.1984517697672429  0.0684714651178523],0.27553458179441337
526,0,[-0.3872654828387704  0.0606129540583074  0.4486256033482392 -0.0066041585437437  0.0017956588843802 -0.042704116951068 ],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.19000226681214483
527,3,[-0.1734357147070197  0.3546792061662569  0.2715597732974731 -0.2034182479119761  0.0203363143413313 -0.0218041301325193],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.13236881410417706
528,3,[-0.1260134677358699  0.3180642696961251  0.3080049676405562 -0.5680364297727238  0.0540537397586987 -0.2069583915590374],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.3785840693925786
529,0,[-0.4354413391352909 -0.1512634892048249  0.5274509819665153 -0.3183767434516401 -0.002532434549524  -0.1274383869352702],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.4462235310317053
530,3,[-0.2119755962570005  0.1720705798357668  0.355121221410016  -0.513526996835739   0.0259762336989709 -0.1433090911901057],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.3857974664094331
531,0,[-0.5798399609868845 -0.1120154552867304  0.0169249394373885  0.1201432461973882 -0.1739540588293436 -0.0094734596432286],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.3798983334305473
532,3,[-0.1728631703343203  0.3255524724391618  0.0788472108529215 -0.5601124975407702 -0.0852880692714748 -0.2949853414787884],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.4340600755246181
533,3,[-0.2191261047684309  0.2331790092801159  0.1177370366600563 -0.5165048070414489 -0.1003667311975251 -0.2868776732689359],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.4134922918571474
534,0,[-0.412314271402482  -0.0210949652905579  0.2913430884665947 -0.3277081269242439 -0.1102189891930557 -0.3435690752966081],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.5198139856818985
535,3,[-0.4009137372125992  0.0009290180476947  0.2743113766416516 -0.3469651714250285 -0.1103521423142391 -0.3265071495230349],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.5207888043066288
536,1,[ 0.246287154399793   0.406964740095748   0.1800408730901088 -0.2101032254983175  0.0249577786239599 -0.095190121397441 ],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.342876276409296
537,1,[ 0.1850494482472899  0.1134898228335682  0.2435796946853642 -0.5295732699463802 -0.0121918485383172 -0.0920926508143391],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.4742920574263843
538,1,[ 0.5649653153063338  0.1806473998346685  0.0765241013994896 -0.2012415886195528 -0.0602308532411936  0.1063117076863154],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.18771360184822125
539,0,[-0.4938658675787349  0.1100476686945152  0.2290100953696052 -0.0263657649808603 -0.0754384694151961  0.2411160233234087],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.30633599544698975
540,2,[-0.262552764943202   0.4146099090835308  0.0588751159985988 -0.3104382597469652 -0.0998331577829002  0.2307265117540341],[-0.3131634177773258  0.2059485104194073 -0.0513225718578879 -0.1428040027980441 -0.1984517697672429  0.0684714651178523],0.34985443083248907
541,2,[-0.3730771130814695  0.1969066068617474  0.1588942821166488 -0.1956375718568463 -0.1290738553274002  0.2301985463391873],[-0.3131634177773258  0.2059485104194073 -0.0513225718578879 -0.1428040027980441 -0.1984517697672429  0.0684714651178523],0.28569715159899844
542,3,[-0.3175382928955139  0.3878112098696439  0.2084756151316548 -0.168834653955852  -0.0537577463468929 -0.0381118304553483],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.2096854256184597
543,3,[-0.3659080442401446  0.1485247990152217  0.2570717415005265 -0.5059183673904503 -0.0780001340079582 -0.040794009488084 ],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.44474990141909454
544,1,[ 0.1139749625885106  0.3047840034990459  0.0175844186454581 -0.2568371902582911 -0.1289352962554786  0.167733339602368 ],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.378368269502365
545,2,[ 0.0236235641176917  0.1915700842086994  0.0913967455740255 -0.175081077802812  -0.1351307777620786  0.1542346043328251],[-0.3131634177773258  0.2059485104194073 -0.0513225718578879 -0.1428040027980441 -0.1984517697672429  0.0684714651178523],0.3826325751028931
546,1,[ 0.445513169960202   0.1706776003220378 -0.0218889907515818 -0.195732162416241  -0.1619623605421112  0.161977979423096 ],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.20895335173830387
547,7,[-0.7885367093541429 -0.4388128821811305 -0.0719468312556379  0.2158992897688035  0.1062833659016597 -0.0082878522748471],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.25009179108680024
548,7,[-0.7013633924509188 -0.3881599881897022 -0.3449948786459302  0.1286241090664781  0.0561480837369063 -0.0197873937857407],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.1635009640741981
549,1,[ 0.1175266181404763  0.170485931844848  -0.0663322527033976 -0.198444928834642  -0.1975260338633025  0.0686189486572693],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.35374980135769896
550,1,[ 0.1264725158750335  0.2510120736678531 -0.02210318223814   -0.1635869786347685 -0.1560447178369811 -0.0827958118837323],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.33797138481936273
551,1,[ 0.5721339564317603  0.1892955731236171  0.0753784246421081 -0.2035842574586457 -0.0582686581015814  0.0968348499680225],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.19085942288603136
552,1,[ 0.648874252922279   0.4359116556062043  0.1469479804282106 -0.1571142262309141  0.0456519445926291 -0.2759265969511201],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.48565369360399724
553,8,[-0.3153219775556976  0.2337128424420533 -0.8607663294242675 -0.418993487385371  -0.0682304359978012  0.125555680222516 ],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.4773037340807749
554,1,[ 0.5272358605970161  0.1819774478489328  0.106154853480774  -0.1716291786087066 -0.0472020111339744  0.0806172799929769],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.14611339813739588
555,7,[-0.4298673716946573 -0.2087774801676522 -0.304248616133067   0.0370794797165678  0.1140235437621637  0.1110714212702624],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.3473361312668541
556,8,[-0.3993929758538581 -0.0448343462636373 -0.4183042589634744 -0.0854188838586706  0.1237727196453622  0.2650811616671098],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.39632126760714825
557,8,[-0.2640092514622171  0.1481927316476425 -0.5382410498795682 -0.2174496018848491  0.1368598055461965  0.2939502377360938],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.34940900092967836
558,7,[-0.6166004587430248 -0.5389213330542362 -0.1642996391553829  0.20769905419882    0.0751804417928768  0.1585598915382991],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.21496313650886242
559,7,[-0.5043971221047251 -0.2343408189781573 -0.3131451596730656  0.0338647539060025  0.1077155284194921  0.2323580895109926],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.3682047176754994
560,7,[-0.738730315601311  -0.6096913148423995 -0.1486330506910162  0.3082296260453446  0.0651116014686107  0.0563633310925847],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.2844876212329501
561,0,[-0.5670677903337368  0.1129041692070766  0.3286424335370387  0.1766262881851705  0.0202503878471656  0.0688205538211356],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.23556039025923498
562,0,[-0.4133338518444208  0.0090410363852582  0.280233818869521  -0.05247603907417   -0.1390857619573185  0.0697379328606807],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.17965456256449233
563,5,[-0.2022016847036487  1.009021066796415   0.0583923791604285  0.3331068585209709  0.3295834643273548  0.2084096233468912],[-0.1723757427428502  0.762894166472294  -0.2151388624847023  0.2893620945322307  0.0879378683088307  0.0428423571746734],0.47329282279816576
564,7,[-0.5863095942605185 -0.4754909740603645  0.1155420554496356  0.2418800672910749  0.2234050727063335  0.1227801941673173],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.4103636481339343
565,5,[-0.3738444728545566  0.7022661564800575  0.0091679447185698  0.4461159508997594  0.1075800061219711  0.0039610781973759],[-0.1723757427428502  0.762894166472294  -0.2151388624847023  0.2893620945322307  0.0879378683088307  0.0428423571746734],0.3479199440748415
566,5,[-0.2888846589974426  1.019369114968192  -0.0993940340939336  0.3102946304043934  0.1675830516278483  0.0162911364822835],[-0.1723757427428502  0.762894166472294  -0.2151388624847023  0.2893620945322307  0.0879378683088307  0.0428423571746734],0.3166024094605361
567,0,[-0.5519430476109923 -0.1893067395717639  0.4224689663463677 -0.3154308870459918 -0.1146812859768049 -0.0477049566331458],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.4136995673680076
568,2,[-0.5576924626847476  0.1048001883727672 -0.1654522612031834  0.0227554430197599 -0.242836968875112  -0.0331823155965835],[-0.3131634177773258  0.2059485104194073 -0.0513225718578879 -0.1428040027980441 -0.1984517697672429  0.0684714651178523],0.3503776390969073
569,3,[-0.1707822925873378  0.4990174605036897  0.2394199811361157 -0.1464007535307863  0.1075424944272067 -0.0335413136766093],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.18500885686194385
570,3,[-0.030999738660478   0.6351510885995869  0.1152962791347323 -0.3755225956053647  0.0514389575135861  0.044145312847306 ],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.40225972742890065
571,3,[-0.1353318068551766  0.3759002203326121  0.1576862781265745 -0.3123592300694641 -0.0145906439796107  0.1883882994767235],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.3549101014909864
572,3,[-0.3243182109278644  0.0683723021927337  0.3746118803137512 -0.3923599023388611  0.0543140118329671 -0.0154490482478663],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.42579526320259464
573,3,[-0.0613713507150878  0.4161705839405187  0.2110331720958725 -0.6707439909840524  0.0486695526460401 -0.09991487035714  ],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.47511486196995995
574,4,[-0.1757842740455859 -0.5663468829706804 -0.2681316964670316  0.094139192175285  -0.0508097867793657  0.102425469600236 ],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.4462893868617408
575,8,[ 0.1234089601269484 -0.0435274170223182 -0.4412932887333548 -0.2398836816886478  0.0424748352189421  0.2950927893509964],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.4850862556972404
576,1,[ 0.1351072270892181  0.1799529086631971  0.114698171833768  -0.1384726898554186 -0.1310966410006817 -0.0461767542734607],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.29656990823738183
577,8,[-0.0200756808923729  0.0478775504997017 -0.4719868381749055 -0.1251893158873157  0.1148541138032496  0.0130073892535046],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.23866025269976746
578,4,[ 0.0105910656285666 -0.3678910537085914 -0.1404787815865688 -0.0241951165165709  0.1194414003870593  0.2017338452400547],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.3263968209998053
579,4,[-0.0621349590321734 -0.5281875608956483 -0.0537276808489789  0.0744498240253612  0.1049989534633028  0.1595443522728989],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.37267224897422097
580,4,[-0.0148393166160932 -0.4010840857383199 -0.1162850235543036  0.0019527763652067  0.1190975788501768  0.1913431321795558],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.3328975856321627
581,4,[-0.026356030111303  -0.4949861455199547 -0.080616275350188   0.0451599582431447  0.1033650217497478  0.1638040816098127],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.3290980989300011
582,5,[ 0.2491214382927312  0.8215136839699811 -0.2573905373851679  0.1755019658053791  0.0169749144786385  0.0772297885948817],[-0.1723757427428502  0.762894166472294  -0.2151388624847023  0.2893620945322307  0.0879378683088307  0.0428423571746734],0.44951495042343
583,5,[ 0.1446774161511821  0.7927666558872943 -0.1942205233510501  0.2363584293355728  0.0326534403870288  0.0693883285868194],[-0.1723757427428502  0.762894166472294  -0.2151388624847023  0.2893620945322307  0.0879378683088307  0.0428423571746734],0.32927662108594813
584,1,[ 0.6669137125222147  0.3746880842275726 -0.0170808308842097 -0.3020810498577864 -0.0298392015668789  0.1115932405151085],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.38207912021602813
