molecule,SMILES,precursor_scscore,scscore,anode_limit,element_friendliness,capacity(mAh/g)
346,[Li]n1c(=S)n([Li])c2c(C)cc(C)cc21,2.4632457804449066,2.0637103604863576,4.27001010908327,0.09090909090909091,281.976747583766
348,[Li]n1c(CC(=O)[O-])[n+]([Li])c2ccccc21,2.8733343025279234,2.5983651114585706,4.553636763745775,0.09523809523809523,285.10330784834747
368,[Li]N1c2ccccc2N([Li])c2cscc21,3.059755939134048,2.9834113681269425,2.5272492781265186,0.09523809523809523,267.8934800001554
373,[Li]N1ON([Li])c2c1ccc1ccccc21,2.570235104305933,2.839265541036259,1.845215209617612,0.09523809523809523,291.28083275529934
378,[2H]c1cccc2c1n([Li])c(=S)n2[Li],1.9086945308406684,2.1087561901317375,4.380472405813791,0.125,328.7450033241894
502,[Li]n1c(=O)n([Li])c2c(F)cc(C(=O)O)cc21,2.31325000860533,2.0217306257589858,4.347554674043451,0.15789473684210525,257.74200906290343
506,[Li]n1c(=O)n([Li])c2cc(C(F)F)ccc21,2.267148836443309,1.8121970621819985,4.302862533295176,0.21052631578947367,273.5107270056839
507,[Li]n1c(=O)n([Li])c2cc(OC)c(F)cc21,2.822111514198471,2.3099941133176802,4.042350673420309,0.15000000000000002,276.3174472276626
547,[Li]n1c(=O)n([Li])c2cc(C(C)(F)F)ccc21,2.244241680701129,2.057842231410355,4.270714886510508,0.18181818181818182,255.24481813343826
548,[Li]n1c(=O)c(=O)n([Li])c2cc(CF)ccc21,2.2177121752796287,2.022313425182257,4.497534847903582,0.14285714285714285,260.2089545316535
555,[Li]n1c(=S)n([Li])c2c(OC)c(F)ccc21,2.297485533166972,2.228513131936588,4.367190480641414,0.15000000000000002,255.18407101362814
558,[Li]n1c(=S)n([Li])c2c(F)c(OC)ccc21,2.398911217406172,2.3782347130503503,4.378820668756058,0.15000000000000002,255.18407101362814
559,[Li]n1c(=S)n([Li])c2c(F)cc(OC)cc21,2.3607981557312465,2.4694087508192353,4.295829725346033,0.15000000000000002,255.18407101362814
560,[Li]n1c(=S)n([Li])c2cc(CO)c(F)cc21,2.705114731835802,2.6102626229898744,4.368179618074091,0.15000000000000002,255.18407101362814
564,[Li]n1c(=S)n([Li])c2cc(CC)c(F)cc21,2.4138027650893603,2.152867392957586,4.32269698372669,0.13636363636363635,257.602063806296
574,[Li]n1c(=O)n([Li])c2c(F)c(Cl)ccc21,2.3583791175707627,2.0386972108197403,4.238167230914403,0.125,270.1641870353666
578,[Li]n1c(=S)n([Li])c2c(F)cc(C)cc21,2.331799287209539,2.3298086344368487,4.293392936984031,0.15789473684210525,276.2192144382788
579,[Li]n1c(=S)n([Li])c2c(C)c(F)ccc21,2.2671958741239373,1.9165214627617475,4.339234762915947,0.15789473684210525,276.2192144382788
580,[Li]n1c(=S)n([Li])c2c(C)cc(F)cc21,2.27864416454939,2.0455260149758927,4.320853405710167,0.15789473684210525,276.2192144382788
581,[Li]n1c(=S)n([Li])c2c(F)c(C)ccc21,2.5168261100821008,2.232742423424912,4.382439796081691,0.15789473684210525,276.2192144382788
