Molecule,Cluster,data,Cluster_center,Distance_to_center
103,1,[ 1.1674644476379514  0.4503827782880117 -0.1272636776696555  0.4813922249564257  0.0201120587791748 -0.1097093652372341],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.8017396724199161
104,1,[ 1.5816470063281498 -0.2886700974246398  0.1592634831216729  0.0755158403823567 -0.0463015246599693 -0.0577951191587774],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.7560697921613979
105,1,[ 1.603130917447051  -0.4916865250743727 -0.0843402354569888 -0.0183673537107053  0.2358140182665948  0.0790068745222182],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.8955301652820838
106,3,[-0.206469750333558   0.5579988819938592 -0.262676971348639  -0.2045926898503617 -0.0767230458717059 -0.1177136204328234],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.4693627287027863
107,3,[ 0.0391089657923158  0.5863098281652301  0.2133910899964128 -0.3679267477734004  0.1405228845174442  0.077893732500988 ],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.37271422089139156
108,4,[ 0.2201880768179761 -0.2931913802585624 -0.2659148190274513 -0.0794461064479748  0.088611391501226   0.2828552277184981],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.3316009765867951
109,7,[-0.3658982271640341 -0.7017846307328214 -0.2124633414611169 -0.6065806415567582  0.8672412783375829 -0.0496545355760758],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],1.1061580147081433
110,1,[ 0.5211620973051807  0.0844120418731997  0.0910160636506757 -0.0541311552212158 -0.0805173480047886 -0.1834447764805235],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.4310580731750781
111,1,[ 0.7058940856725162 -0.5581516005630642  0.2894728093544674  0.2860906760911474 -0.1462887795043185 -0.0576271577816187],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.6449668027685582
112,4,[ 4.668809707202485e-01 -7.433360279115339e-01 -3.812658940046697e-01  2.011337349962171e-01  4.794607507316000e-04 -2.002582680652295e-01],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.49526423117785445
113,1,[ 1.0172495049686114 -0.4432814076840234  0.0506603170563523  0.2012722857965133 -0.1803568024034308 -0.2207251102448186],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.521950550004729
114,2,[-0.358281124269831   0.3537351408171574 -0.8181735322593657 -0.2350738110738147  0.1924701586253769  0.1390964164180906],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.41587595490052304
115,5,[ 0.066758142789389   1.3567493749896042 -0.0245000888289608  0.1433319096256001  0.4840443203411893  0.2317021743478123],[ 0.0606519362104386  0.7225094493387562 -0.1259591929328023  0.419044614714216   0.1148785779811244  0.0443292693090051],0.8124044346728753
116,7,[-0.2328346021092106 -0.4309956597517114  0.0169833948091371  0.0450438119902744  0.0252410201914536  0.0820462095195402],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.4343993530401397
117,3,[ 0.34902307486655    0.4551845225396801  0.195684463596197  -0.2893961225066276  0.1145215090616467  0.0397625267543549],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.4543803061903547
118,6,[ 0.0864540231421058  0.0669215782110204  0.115695516146533  -0.0208691027601045 -0.0467230192427515  0.0406231798237314],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.24663331187992127
119,2,[ 0.2348902108134906  0.2074541934700289 -0.302439733117687  -0.1947874438992291  0.3531490328165736 -0.0591508499690245],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.5765618413760691
120,4,[ 0.1794392770901295 -0.8043262364771616 -0.0099236665355191  0.2317607483204047  0.063542458047776   0.1285695973528072],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.4609552210987566
121,4,[ 0.4131265347197781 -0.4672175994112904 -0.2082550387734485  0.0050267637357059  0.0819305721033984  0.1588141126392678],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.22227555952717484
122,1,[ 0.5851689441208172  0.137758423114472  -0.0431759325245354 -0.1871871502503354 -0.1129458911935249  0.0320457316888708],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.42890898777281433
123,5,[-0.4694690296194124  0.4472632745548371 -0.1745072182562179  0.6633463261678794 -0.0565048641836613  0.0762406236327595],[ 0.0606519362104386  0.7225094493387562 -0.1259591929328023  0.419044614714216   0.1148785779811244  0.0443292693090051],0.670238428404827
124,0,[-0.949219327437193  -0.5947454291484633  0.6778280705273599 -0.210669273331604   0.8344498478462337 -0.1736665676930998],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],1.2563364821367002
125,2,[-0.2245711976664495  0.2528530732835298 -0.7573093131367521 -0.4234060008652547  0.0386463398779939  0.0921516910691951],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.33986209222879676
126,5,[-0.1237678608982084  1.1734297087907912  0.0081165576996191  0.3582711878056762  0.5292479304907586  0.4599757801582143],[ 0.0606519362104386  0.7225094493387562 -0.1259591929328023  0.419044614714216   0.1148785779811244  0.0443292693090051],0.7768355299264544
127,0,[-0.5899841959021331 -0.1661578733790298  0.1048129126019001  0.1345956245396954 -0.1550863798440793  0.0665410679801314],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.3365458963154055
128,2,[-0.426921785290005  -0.0877872403820549 -0.6836092234547518 -0.1065569279553757  0.0498296801527026 -0.047044552864809 ],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.39775662928515126
129,0,[-0.3552934001746928  0.0355386599872977  0.5259334412240545  0.0732219458286388  0.141512911401362   0.0542635454717217],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.36128592215418726
130,3,[-0.2305578559304564  0.2343855689851522  0.0982967625143071 -0.2292685888984262 -0.0714086149521654  0.1555482667243145],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.28395657619314363
131,0,[-0.1834787212825647 -0.3124383570512095  0.2757975145692739 -0.6419876776810739  0.7162697929097719 -0.0408845727137378],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],1.0549487041336283
132,6,[-0.0763848017061943 -0.2884162565082654 -0.0202842788351278  0.1918924097358958 -0.374238688063071  -0.1922783385754152],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4529518191962633
133,6,[-0.0643645163686678 -0.2804615208809854  0.4458202371009707  0.1822389967369426 -0.0807837156127593  0.0458554078873092],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.36527964340827335
134,1,[ 0.5388625944268405  0.1540751252743577 -0.191141067578196  -0.2001116239805309  0.3189918727284849 -0.071132199917118 ],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.6146100538103497
135,4,[ 0.0255791412130562 -0.32540492188526   -0.2847611517996389  0.0516213991153193  0.1684511301136053  0.135282333322903 ],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.29699523474793754
136,6,[-0.0183776167217168 -0.0745366085002748  0.3266181412595592 -0.0240891704724297 -0.0644643640169266  0.0994006776244983],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.2254041408328218
137,2,[ 0.0101987019037029 -0.1294884869680563 -0.6601309423326882 -0.2123238031937583 -0.0248171168125127 -0.003450787307319 ],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.39764750869161675
138,3,[ 0.10072005890649    0.216625243263188  -0.2141287038544391 -0.1250646383750551 -0.1457936572847328  0.047341210505502 ],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.4119964746797441
139,7,[-0.2168034717520569 -0.4600903294769403 -0.6614810298617133  0.0209598521067408 -0.0820906021430099 -0.1794480351856552],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.6300054760350002
140,2,[-0.2011994739517396  0.224250878780499  -0.3681788606082483 -0.2139407648786038 -0.4063866457345469 -0.0174450931214619],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.49710259034196247
141,4,[ 0.1318997704376455 -0.4854156733167429  0.2547505355642763 -0.5633364927886767  0.6762363663842931 -0.0501220727329835],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.9467894346644558
142,4,[ 0.3971464872495592 -0.5012599343174886 -0.3903907067006188  0.0365374914064718  0.0434914583670415  0.0168825536708455],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.23910169939550172
143,6,[ 0.3190940608440882 -0.0881567555896345  0.4375375268244157  0.2560132831724762  0.0405296099454817 -0.3306091744602748],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.5582839780361277
144,6,[ 0.1961876497597811 -0.2284637791390024  0.0236145800139255  0.0135997567730658 -0.3225910728195361  0.171073249308484 ],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.3381285284121726
145,5,[ 0.5444335994936724  0.522323970468622  -0.0504014247703393  0.3865010174972829  0.0852553358907441 -0.0644274317903724],[ 0.0606519362104386  0.7225094493387562 -0.1259591929328023  0.419044614714216   0.1148785779811244  0.0443292693090051],0.541841805543862
146,5,[ 0.5016063984819046  0.6963348628275268 -0.3413597492307131  0.4970436910334599  0.0735902567250293 -0.0981865717296217],[ 0.0606519362104386  0.7225094493387562 -0.1259591929328023  0.419044614714216   0.1148785779811244  0.0443292693090051],0.5192520512769785
147,6,[ 0.2152495198757788 -0.3052249448170516 -0.06594005820896    0.1325267396093153 -0.2785812601627714 -0.1949891456299046],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4243540150602344
148,6,[ 0.3268033477134712 -0.289479335488701   0.2046947621048394  0.0884343892671959 -0.1501432733776498 -0.0432929908115305],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.30364273950414405
149,1,[ 0.5351331461185491 -0.1321250641895599  0.276295974617997  -0.0793197663109881 -0.018827526696847   0.1475948624043883],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.43854973612942905
150,4,[ 0.6274051082181931 -0.5161234659429571 -0.2297601560454159 -0.5887744657132956  0.6461614309086422  0.0199888191892936],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.8885161135593502
151,4,[ 0.459933092578221  -0.6393993687332593 -0.0075704894123067  0.0509213602165853  0.1886965246723505  0.0354695597923533],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.361978907924192
152,1,[ 0.8439611731167347  0.2790843005119048  0.2448768062004591  0.5408064216001882  0.1948207636875395 -0.0823910094703406],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.7069194626943353
153,1,[ 0.8742932385006614 -0.1663152307431776  0.2732500389524651  0.0008772864938316 -0.0118830888822134 -0.004360236278743 ],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.23099026824526278
154,1,[ 0.8793583043656649 -0.1488227365549786  0.2592956019498619 -0.0137747951174268 -0.0112519534068477  0.0145319629579234],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.21331378168592596
155,1,[ 0.6994575019578735 -0.2864954139658038  0.0951247222642709  0.2242220840562016 -0.0828289047661139 -0.1911704030047514],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.4051416633008964
156,1,[ 1.004530649705083  -0.005553335654606   0.1292035941705422 -0.1444194680772773 -0.011562430220173   0.1084121920029044],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.24886881588886267
157,1,[ 1.2686360065496287 -0.3577728597698821  0.021667271442888   0.1007273341430924 -0.1665246287826252  0.0338789462872074],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.5267439744642546
158,1,[ 1.3876189412004378  0.5255226777327866 -0.0331841784898164  0.3493796075075358  0.2015465556113692  0.0409819279586014],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.8981591961474121
159,1,[ 1.3287442436548376 -0.168399297040998   0.0872775240960962 -0.0830386477424083 -0.0548389956954525  0.1277291187122214],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.4975901951307745
160,1,[ 1.1031600792222642e+00 -4.2368940391409188e-01  1.9744682174700340e-01  1.4525516831506291e-01 -1.4458665709630730e-01  7.9220585862459995e-04],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.4841149425156678
161,1,[ 1.223203155605433  -0.2421420668624784 -0.013346599835986   0.1239656023473057 -0.1771566729893154 -0.227199437391438 ],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.4995294028053241
162,1,[ 1.605828196733623  -0.2947161574213076 -0.005277893741533   0.0288954742993698 -0.1558330555076882  0.0531450669267932],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.7877819878414096
163,1,[ 0.8108871888048601 -0.2243022736005372 -0.276331810955615  -0.2777531779760588  0.0363124390982887  0.1872407488592351],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.507631996894166
164,0,[-0.7021560706774342 -0.2731342147327134  0.1152980155607811  0.2169963706653747 -0.1409190110142374  0.0495921385904356],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.4757048807594007
165,2,[-0.3755733746386186  0.4000171298212595 -0.5266113833764658 -0.0439941310836306  0.2261851583386706 -0.5732478803890749],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.6689803391574617
166,0,[-0.5485141018206523 -0.1395565675395385  0.6554132115852258  0.3063201807905703  0.1949966847547384  0.0587934550294578],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.5953078867650174
167,0,[-4.430089260509908e-01 -2.255544797961000e-04  5.897457500598571e-01  2.320521109702593e-01  2.084005699196699e-01  1.637110454470820e-02],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.4918219331433435
168,7,[-0.5758839875620605 -0.3043492489979486 -0.2516280387292514  0.1034522053060147  0.1753865262941381 -0.0971686715746944],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.19689539594151012
169,0,[-0.2331687844623978 -0.2282283697871984  0.5518833552629304 -0.3807306382833397  0.0452399120430054 -0.0577065249935714],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.5570329136728654
170,2,[ 0.3217147450578528 -0.1737463953869048 -0.8411795238732895 -0.272518059568907  -0.1596398448758984 -0.3059403786792961],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.783488731409133
171,5,[ 0.8176353378389427  0.9248903447650588 -0.2469600021689428  0.3111816259145594  0.0847805243226287  0.0407651484682929],[ 0.0606519362104386  0.7225094493387562 -0.1259591929328023  0.419044614714216   0.1148785779811244  0.0443292693090051],0.8007347333259659
172,6,[ 0.0497761739392903 -0.1365306355216356  0.4268708905883246 -0.0199767104937814  0.0179725521741594  0.1340192204671002],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.3227133807048597
173,1,[ 0.9557842208033372  0.713939079036596  -0.1798402490619328  0.1858592406918567  0.0815709195242896  0.0817069312820919],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.859259897707356
174,4,[ 0.1418141022985964 -0.5155266028327938 -0.7350759108511198  0.058911653389548  -0.1091993840124297 -0.2518624134081861],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.6295662944437795
175,6,[ 0.4334447211460824 -0.101376588944387   0.3573011059038504  0.086077347500598   0.0718170823069499  0.0490049749771449],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4566907339590777
176,6,[ 0.4328631396749955 -0.1680187715985212  0.3635990850237695  0.0059956641487859  0.0041278932193541  0.0755972833672939],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4330457774854809
177,6,[ 0.4082788232408176 -0.1576186042741422  0.3813451899381134  0.1130990822415228  0.0635030926126962  0.0499257454738706],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4464348118025546
178,1,[ 1.248979112872566  -0.4343123000735887 -0.4223962394626454 -0.0652931018942763  0.0748816271657781 -0.1203250615355231],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.7289856145845407
179,1,[ 1.324042195097916  -0.0519503474987638  0.1032640721650419 -0.0830944846585029 -0.0135887056139593  0.0398148767299898],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.46663132334224006
180,6,[ 0.0118371541819644 -0.1351885459159108  0.1964694400006236 -0.0177564629382098 -0.1270365482461212  0.0447776815742877],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.0979940119877953
181,6,[ 0.014668561933408  -0.1296243900745639  0.1929686595497234 -0.0226363842409375 -0.1270366783297093  0.0480805880591718],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.10056446735455139
182,1,[ 0.7662102521588756  0.4068979372951912  0.0688707967698487 -0.3178235738378278  0.0777013486076418  0.0972438750742186],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.6016854894679172
183,1,[ 0.5882887748716648  0.0616032718233789  0.2694203892376374 -0.1048670855378197  0.0366720496121079  0.0025836483132531],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.3926767326965281
184,7,[-0.6417169012972248 -0.466257019327899  -0.1836135895516996  0.1829708898713295  0.0919200617397177  0.2007163544621127],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.2339352387323205
185,2,[-0.3619179175216742 -0.1381260932023595 -0.5790074983868919 -0.0299675152653448  0.0365208808675942  0.0430295832404344],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.405707572739606
186,2,[-0.3046341538771918  0.2448481396795658 -0.2405102369988641 -0.2266853469169713 -0.3166545224083573  0.0293744485700083],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.5033104050456501
187,4,[-0.0857002960544171 -0.3945954246018635 -0.2387009986243969 -0.0136825163050938  0.0128222377066799  0.2329736195159255],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.40299897882168595
188,7,[-0.1698240353875562 -0.6560625895953213  0.0240487649832154  0.1645320481617525  0.1014040803413406  0.1650244738795745],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.5409314029170794
189,6,[-0.1079256162192021 -0.1455858336881949  0.1295746307610908  0.0185176428775019 -0.2167997410158481  0.0265505239613602],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.20996570025013822
190,6,[-0.1092255803152119 -0.1566333224060294  0.1248557014493501  0.0138357667027059 -0.2223050299697871  0.0456127026573597],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.21925241829490955
191,6,[-0.1036547581813717 -0.134381884074403   0.1325952956476689  0.0189148285968227 -0.2129004618816718  0.0105471031385135],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.20189984398610053
192,4,[ 0.0512819827221485 -0.6060274306387894 -0.2731971378005399  0.1066207439687219 -0.039198920960995   0.0229495463270277],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.2875350519974182
193,4,[ 0.1733561152836102 -0.8125012848687234 -0.1932577366766228  0.2578505376457931  0.031311718860994  -0.0329386839235233],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.42730964158248846
194,5,[ 0.9755543631235588  0.9159395497134852 -0.0329235450451336  0.4516032568595604  0.3044369223987619 -0.2429307745982355],[ 0.0606519362104386  0.7225094493387562 -0.1259591929328023  0.419044614714216   0.1148785779811244  0.0443292693090051],1.0013131629129157
195,1,[ 0.6248658861387533 -0.3646048618581742  0.327165176935673   0.2710028028169338 -0.0601923434005624 -0.0840110468479965],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.5447301522394424
196,1,[ 1.072054580907159  -0.3831749278379351  0.1836482954316443  0.1228395122658231 -0.1522167283444239 -0.0245648229699052],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.43220291902242985
197,7,[-0.5648637929214759  0.0421496698505704 -0.2758967948702649  0.0601761156750727  0.2156649312033686 -0.0273971852862703],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.5204354061220554
198,7,[-0.9686095794976814 -0.4924239240511752  0.0236448430664388  0.4068954224630616  0.1858770143110038  0.0029873996684014],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.5534637440966033
199,0,[-0.4127445646371648  0.1230534736772832  0.2301882227206873  0.0005966087892544 -0.1205392056755188 -0.202454045096101 ],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.26571669725414104
200,2,[-0.4249308044945061 -0.0603277296615143 -0.5688524949053507 -0.2172883409369167  0.0113781781096528  0.0362783512165652],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.35030827115175955
201,7,[-0.5309767454305657 -0.6079015306696716  0.0719095340975001  0.4433768551290664  0.2495620030811014 -0.0133581246476129],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.48680554796827796
202,2,[-0.0937284319685979  0.0266416527718142 -0.2729933709819728  0.0431323970963522  0.2937449896147215 -0.021730421076538 ],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.47110600162298255
203,3,[ 0.1032775936119401  0.1398287562039355 -0.0431373965156342 -0.1753858707432553 -0.1992938149573377  0.0470145995611708],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.3508106026445287
204,4,[ 0.225647809633459  -0.3050547142934797 -0.4425464513090289 -0.0852977221673898 -0.0148993883972688  0.073026064911629 ],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.32552100693118946
