Molecule,Cluster,data,Cluster_center,Distance_to_center
37,0,[-0.288402436177416  -0.1058442869317978  0.7094244281416247 -0.2386372126349982  0.1421238019989983 -0.4403831978093525],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.7109551657873744
38,6,[-0.1585505368963052 -0.4136615705153959  0.2190077467503005  0.2032225580059257 -0.26228624232023    0.0768573208004105],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4270383509043882
39,3,[ 0.1664206323764191  0.2580646143059608 -0.2161243719119198 -0.2239872497488259 -0.2190579817210484 -0.0289546710395051],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.44024591923746376
40,7,[-0.3387059381322317 -0.6321915204598996 -0.2272510520725122  0.2470348142056541  0.111337865973728  -0.0514717186318495],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.32428184690853146
41,4,[ 0.247271194260001  -0.561665328294674  -0.0813008880635658  0.0830661413157281  0.1694825931672997 -0.0301289732210352],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.20376201486400228
42,1,[ 0.4874441035852549 -0.0290839143336554  0.078403218356546  -0.0586781366175142 -0.1213467481261906 -0.0584484070916818],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.4082453701391122
43,1,[ 0.487129479427249  -0.0615053594885402  0.0675844339796993 -0.066436017114825  -0.1357999729122464 -0.0176043309056412],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.4083965707452585
44,1,[ 0.831035345478202  -0.187133781882695   0.3020130167256902  0.033948127115995  -0.0048603068340646 -0.0129684769678474],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.2707938284445454
45,1,[ 0.9827490065078174  0.0538870339122754  0.1665847569312715 -0.1182241293450852  0.0189232311696674  0.0145239269589799],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.2355240205344857
46,1,[ 0.8174790136167143 -0.3314398694137717 -0.3175760307989771 -0.0810290115912585  0.1680523952782019 -0.0289723417380854],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.5013472097782607
47,7,[-0.9506016295150224 -0.7095187237283465 -0.2962090548671722  0.3371445974924357  0.0327184495337706 -0.0402412556585566],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.5159232477931975
48,3,[-0.2495072275677228  0.2595519128052334  0.1953405987791141 -0.0347706968636278  0.0257202421182052 -0.0834701643034165],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.31105694323864147
49,7,[-0.2770362874380965 -0.6916368343858026 -0.0690737711422439  0.1815720803408582 -0.0048961257804743  0.2013273957387228],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.47254304575447426
50,2,[-0.0262108099739348 -0.1856460081052756 -0.8272107019756013 -0.1642510840364564 -0.0639678576079874 -0.1458655039837033],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.523451044932922
51,3,[ 0.2387243845281441  0.2781501862265315 -0.0360222756778427 -0.2781297168780719 -0.0878467970137938  0.1283529171377679],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.37011212714593444
52,3,[ 0.103141501427717   0.1195490864038959 -0.0148626019976172  0.0304084548588635  0.3976586163275438 -0.3619143939970602],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.666104089315801
53,6,[ 0.2566665532442558 -0.2463586998263554  0.0526569739620912  0.0386458097503447 -0.2562478673774671  0.0538137070106815],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.28415125609119113
54,1,[ 0.5001022249282414  0.1452061452542972 -0.1446343488231418 -0.1850271658077474 -0.2111927468679308  0.0437315156687851],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.5517812930728645
55,1,[ 0.6238721716199265  0.1922951964425421  0.2858088141512285 -0.100968937456155   0.0837052717296293 -0.1382466579421391],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.4663714688306625
56,2,[-0.2353853174984315 -0.0492234555451669 -0.6649282333443759 -0.2378311088883855 -0.0269955208448443  0.1018746159085271],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.30499992235297757
57,7,[-0.7271379105535012 -0.4244225178727122 -0.8748034815582002  0.0333770330002323 -0.1907375348398019 -0.250070049810014 ],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.779451424340561
58,3,[-0.0589549270745363  0.5137695170383291  0.0602964698124031 -0.2935815248274649 -0.0027647232803233 -0.0876840426409121],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.20346608445873426
59,2,[-0.3677212980474105 -0.1863928845605482 -0.4093820285539306 -0.1541154475613176  0.0937513150463188 -0.0226868090204665],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.4408869549262238
60,4,[ 0.1231802289051018 -0.3806909535758888 -0.3674006303204108 -0.0577524966085405  0.0677097803609092  0.0761542053618954],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.22539068790391945
61,6,[ 0.208654043121212  -0.3379907718205855  0.1115109958478147  0.1038373308359692 -0.2611651964215484  0.0153425998506048],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.2910106732260142
62,4,[ 0.7120315726607114 -0.3830068917398437 -0.6085189742284038 -0.0497194295166702  0.0218062349295348 -0.1275535594434239],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.6469784419197203
63,1,[ 1.0277800924841207  0.1409160986755627  0.1281229806097751 -0.1575960767733229  0.0346182533564023  0.0070041143232186],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.32035586821729656
64,0,[-0.3073295707405555  0.0579399010086035  0.2039511779778207 -0.0196847290517233 -0.0368500126985053  0.0711646055807945],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.19517073165816617
65,3,[-0.1140842666565392  0.5862696557068302 -0.0128189095253778 -0.2718953482389629  0.0482735436515915  0.1025041677214941],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.3221918749059787
66,0,[-0.5864686623295549 -0.3102850302336796  0.3285160326369807 -0.6727558213831938  0.7206154118154158  0.087190035504327 ],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],1.0500935422963964
67,3,[-0.0038768795052977  0.3424948602832678  0.0849547359077056 -0.3016425681936857 -0.0464794791000936  0.3282358459867182],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.36759808834921803
68,7,[-0.5066622546126273 -0.0542634622592994 -0.2627148360182038  0.0706847738330988 -0.3252481057798388 -0.1466419088090574],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.6052202382455805
69,7,[-0.7044354873864486 -0.2059496236306289 -0.1512035340233383  0.1942002836196437 -0.3199878605057301 -0.0977876290970785],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.5195525854432635
70,7,[-0.7402258388027223 -0.2922800288425117 -0.1166571105096021  0.2370416569867977 -0.3312589510813321 -0.0965277157091452],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.5176802452441553
71,7,[-0.8781318324226348 -0.4579940568958878 -0.2931859515213534  0.4236254446942088  0.1164618371330203 -0.3326064671202479],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.5453769833597198
72,3,[ 0.024954298578523   0.6472931286830649  0.3401131966123374 -0.2520808672924032  0.2051053195268707 -0.240730622957423 ],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.5034258119674334
73,3,[-0.1595526321214647  0.4984674215410621 -0.0131796470897874 -0.2016713726740689  0.0582335723222442  0.0178383877164451],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.2483229579514162
74,0,[-0.3204400616231583  0.0541238237439849  0.1892092626513607 -0.1267050467839777 -0.0919360281655097  0.1350729858204689],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.24176822822076688
75,7,[-0.679775461945213  -0.3035289424920464 -0.1433978157948321  0.3811588297289798  0.287431446967788  -0.1934078621312596],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.4243995084512937
76,3,[-0.1030474944021703  0.1035605599101632  0.4521834956982257 -0.5088970880460366  0.1038169577905023 -0.1517934197853005],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.5419666302628194
77,7,[-0.2612030478735186 -0.6121091168711733 -0.2256324045434303  0.1417853462941648 -0.0436528336707555  0.1266826873338949],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.40088845047469457
78,6,[-0.0847035994761633  0.0625546921537862  0.3464355347981129  0.1762593708918651 -0.0290712748405344 -0.2701877304108908],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4384179777716993
79,6,[-0.0083061237008473  0.0552645864708182  0.0216073693336626 -0.104739793230395  -0.1976147427628923  0.0686137715210505],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.3151074005886811
80,6,[ 0.2324197010887773 -0.0232831907573698  0.2095011036722981 -0.0661317763328867 -0.0931429692251824  0.1608104443714389],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.2771269646904085
81,6,[-0.2473161919775727 -0.2905497112836865  0.0938906014397139  0.2201087234051158 -0.1769799744593114 -0.0235536204205148],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.41747875284558117
82,6,[-0.2641724761673968 -0.3436663632131156  0.120707251354071   0.2511287868568695 -0.1824927685749584 -0.0418918295620489],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4629484300293687
83,2,[-0.0932942734169584 -0.1570367133161989 -0.7258564958172278 -0.0362435533701104 -0.0022020928182146 -0.1492518891814965],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.4503703422443047
84,3,[ 0.3139047270761972  0.3303535811133954  0.2026695877749443 -0.2776578269518157  0.0748220836655181  0.1278688209452735],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.4204521504463717
85,2,[ 0.0978563748740228 -0.1141114033981537 -0.5536316443449381 -0.2136221980944038  0.0818691342147588 -0.0385618453067729],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.41753967586780927
86,4,[ 0.386756866487518  -0.6660061361195545 -0.135973398729545   0.0850488108693168  0.0346463289748232  0.0655958908684339],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.2771835776479198
87,6,[ 0.3271140545149908 -0.3754130626968862  0.3491110981220065  0.1814986145297993 -0.1282083908112533  0.0846358494365768],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4191505049948896
88,4,[ 0.5130970964392307 -0.242492015241381  -0.4506819593486636 -0.1276705957765102  0.0584725041438983  0.1180066396346973],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.4636198650728634
89,6,[ 0.2787007333862094 -0.2801835952246581  0.3468644223267284  0.0983401847228206 -0.0983581335663332  0.0287775498248065],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.30633824501399626
90,6,[ 0.3998551197885142 -0.0570739819999263 -0.0414572637375844 -0.0705139590139907 -0.2373535789739518  0.0154258509584355],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.43100920185315184
91,4,[ 0.0170926063130679 -0.6645451545217254 -0.6402896503861041  0.1660491610684871 -0.1141392975287971 -0.2558784166753723],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.6366709556949187
92,5,[0.5882048384072672 0.7376711919809968 0.0357137380878091 0.4060081738688076 0.3448268362860864 0.2455415253572579],[ 0.0606519362104386  0.7225094493387562 -0.1259591929328023  0.419044614714216   0.1148785779811244  0.0443292693090051],0.6310408877025881
93,6,[ 0.2259580686870025 -0.3148608302679717  0.2378881007826717  0.2179118813190281 -0.0562051790186425 -0.004674684501239 ],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.3144730296379283
94,6,[ 0.4734995255867542 -0.116881364227373   0.3322901737561713 -0.0296778623094835  0.0067207451127274  0.0771982482510834],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.46038160097052755
95,1,[ 0.658901387036577   0.1873273041011367  0.1795634041935241 -0.2034749475259544  0.0427191613895331  0.0740219852719999],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.4216169226303751
96,1,[ 0.5408799925877465  0.0537090572516556  0.3805262180533827 -0.0006153896792872  0.0749547115025187 -0.1957735558023028],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.5181963108585476
97,4,[ 0.3655878707859505 -0.4108526253079081 -0.1710523526030156 -0.0195342312638757  0.1772387880976324 -0.0306281221681084],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.19202643010929832
98,4,[ 0.0064905197018977 -0.7815749650265253 -0.2534619492735844  0.3210709246145837  0.0760159252913851 -0.0997506253053611],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.5041746929996875
99,4,[ 0.4347187209801885 -0.1160741715364859 -0.6372601091336542 -0.1119662533536717  0.1256004343342489 -0.0192517141616954],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.6006327611906593
100,1,[ 1.168136632196742  -0.346234820044241  -0.2098278422412649 -0.1583096732012243  0.1089471289566701  0.0970499667626907],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.5357143984517858
101,4,[ 0.4971495903102021 -0.7116800719744767 -0.2140164903333468  0.1565864357624174  0.0323595209531489 -0.0408601615074142],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.3908324487550886
102,1,[ 0.8691707770720087 -0.1488257740485092  0.2824718253060109  0.0091811964371163 -0.0022942062173464 -0.0286667401638184],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.23437907884838505
