Molecule,Cluster,data,Cluster_center,Distance_to_center
562,0,[-0.4133338518444208  0.0090410363852582  0.280233818869521  -0.05247603907417   -0.1390857619573185  0.0697379328606807],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.13046867631999626
154,1,[ 0.8793583043656649 -0.1488227365549786  0.2592956019498619 -0.0137747951174268 -0.0112519534068477  0.0145319629579234],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.21331378168592596
366,2,[-0.2585324019838113  0.136641280647624  -0.4898241677897835 -0.1694090990449661  0.2116164523449276 -0.1228104533288381],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.22124145946032198
58,3,[-0.0589549270745363  0.5137695170383291  0.0602964698124031 -0.2935815248274649 -0.0027647232803233 -0.0876840426409121],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.20346608445873426
226,4,[ 0.2685454239110486 -0.4341233987861392 -0.2624342645504613 -0.0042790593218663  0.0736298250005146 -0.014730899636898 ],[ 0.2347504091810151 -0.4930324434958973 -0.2359889961372989  0.0081206371231433  0.1187806145962538  0.0372192692022909],0.1010093911779048
583,5,[ 0.1446774161511821  0.7927666558872943 -0.1942205233510501  0.2363584293355728  0.0326534403870288  0.0693883285868194],[ 0.0606519362104386  0.7225094493387562 -0.1259591929328023  0.419044614714216   0.1148785779811244  0.0443292693090051],0.23962290711491338
180,6,[ 0.0118371541819644 -0.1351885459159108  0.1964694400006236 -0.0177564629382098 -0.1270365482461212  0.0447776815742877],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.0979940119877953
342,7,[-6.189782510311927e-01 -4.011746833546087e-01 -2.524685933068183e-01  1.142440587356815e-01  1.483499938544478e-01  2.167090788552000e-04],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.09792052921293416
