NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,RingCount,NumAromaticRings,NumAromaticCarbocycles,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
16.0,16.0,7.0,1.0,2.0,2.0,1.0,5.0,204.04,197.99199999999996,53.230000000000004,0.6040896197256319,0.9876953023291128,0.15639050404996613,0.8451782219946579,308.06960798420215,1664.894714090127,1969.8741292231857,3.108363755809083,0.017926941132200867
16.0,16.0,5.0,1.0,2.0,1.0,1.0,2.0,202.11199999999997,190.01599999999996,23.55,0.27862135382855197,0.9331402813576997,0.35951246891821864,0.7694642342191091,512.7101871407841,1097.3531814118041,1426.1263001073119,2.7406488940546625,0.17381635647715346
14.0,14.0,7.0,0.0,2.0,2.0,1.0,3.0,198.052,196.03599999999997,9.86,0.5257168828691162,0.9804355062763163,0.1968405904093545,0.8031594095986468,306.2088077012569,1249.4094063414243,1555.6182140302342,2.802605006733159,1.672649701331429e-11
15.0,15.0,7.0,0.0,2.0,2.0,1.0,5.0,190.01300000000003,185.981,64.23,0.30129433575219133,0.9293339749126617,0.36924025115503334,0.6307597488493796,447.6592514630238,764.7200870967912,1212.3793385544648,2.5259666122328825,1.3881288376555548e-11
15.0,15.0,5.0,0.0,2.0,1.0,1.0,2.0,188.08500000000004,178.005,23.550000000000004,0.26179190714221806,0.9079266639296989,0.419129064758682,0.596382496731223,537.7571462410185,765.179455390257,1283.0347295304798,2.6219220406374926,0.07813775444790291
15.0,15.0,5.0,1.0,2.0,2.0,1.0,2.0,186.069,178.005,25.240000000000002,0.24256263277214804,0.9207260120830589,0.3902097008963602,0.7854877938669287,455.3469014854745,916.6082551775518,1166.9287063839931,2.6119773584833785,0.3138609895362305
14.0,14.0,6.0,0.0,2.0,1.0,1.0,2.0,178.021,172.98099999999997,23.550000000000004,0.3755677889330413,0.9555464269214639,0.29484067900753336,0.7078891640021356,361.6208013052932,868.2229588653394,1226.495619676868,2.626597759430175,0.033245274670867506
14.0,14.0,6.0,0.0,2.0,1.0,1.0,2.0,178.02100000000002,172.981,23.550000000000004,0.2577582796142305,0.9067549077777759,0.42165808093871154,0.5995266793941455,451.80191697492756,642.386130546514,1071.488813801715,2.4663017566112324,0.07028669006577491
14.0,14.0,4.0,0.0,2.0,1.0,1.0,2.0,174.10200000000003,162.00599999999997,6.48,0.2358292887040163,0.9109331124203297,0.41255407487529544,0.6845720365068811,419.4744604620569,696.0553855829367,1016.774493353031,2.4746154352348846,0.2329430730297621
15.0,15.0,7.0,0.0,2.0,2.0,1.0,4.0,208.45900000000003,205.435,44.0,0.2987946293738782,0.928045768435715,0.37246617522744685,0.6275338247953083,530.2721601600313,893.4065399213557,1423.678700048991,2.6133385128760094,3.919866149807393e-11
16.0,16.0,8.0,0.0,2.0,2.0,1.0,6.0,206.012,201.98,84.46000000000001,0.4216352150791513,0.9653900846389227,0.2608102461193839,0.7391897539063804,420.6160494271732,1192.1121914927649,1612.7282408783872,2.797913838861735,5.3323854263914816e-11
16.0,16.0,5.0,0.0,2.0,1.0,1.0,2.0,202.11200000000002,190.016,23.550000000000004,0.22517437137773588,0.9010637663722288,0.43368662526194324,0.6516044248853676,583.007594308373,875.9558309266706,1344.3061426121708,2.633427603572431,0.2328059522641859
16.0,16.0,6.0,0.0,2.0,2.0,1.0,4.0,202.068,194.004,44.0,0.35751325957196567,0.9508877904796401,0.3095357974721957,0.6951351173722057,456.27467830599784,1024.6716361996725,1474.061100629187,2.7040549834940992,0.047167311301795564
14.0,14.0,6.0,0.0,2.0,2.0,1.0,4.0,190.08200000000002,186.04999999999998,26.93,0.35774810701820314,0.9505783657059736,0.3104847349738153,0.6895152650802355,382.6376610600837,849.7503373805976,1232.3879983740696,2.5462628498896143,1.0213730752648103e-10
14.0,14.0,6.0,0.0,2.0,1.0,1.0,2.0,178.021,172.98099999999997,23.550000000000004,0.41324625078376626,0.9640634393559904,0.26567213797667744,0.7416038096575388,327.4579043721169,914.0741337586348,1232.5639672492246,2.6360743668651767,0.04378931293344437
13.0,13.0,6.0,0.0,2.0,2.0,1.0,4.0,162.003,157.97099999999998,47.16,0.2953609945748039,0.9261989126220103,0.37703524272646677,0.6229647573185847,336.46256274299446,555.9276560733696,892.3902187761605,2.3470150380060457,9.19378993302557e-11
13.0,13.0,4.0,0.0,2.0,1.0,1.0,2.0,160.075,149.99499999999998,6.48,0.22593576016406108,0.88974250903475,0.4564627779091608,0.5982566617978474,396.82632121162607,520.0949600513379,869.3508877751193,2.362093381850617,0.12835984271933576
16.0,16.0,5.0,1.0,2.0,1.0,1.0,2.0,202.11200000000002,190.016,23.550000000000004,0.3617748014746124,0.9539960225883111,0.2998192603647782,0.7372930125533171,457.5390778640973,1125.1457450360542,1526.0496517382762,2.773197289329683,0.09700513107131029
16.0,16.0,5.0,1.0,2.0,1.0,1.0,2.0,202.11200000000002,190.016,23.550000000000004,0.2268815963047631,0.8949369075972138,0.44619270659697696,0.6166371662029594,664.8019870183064,918.7546261963989,1489.9436436077563,2.7574368758439283,0.1575170055919544
17.0,17.0,4.0,0.0,3.0,2.0,2.0,2.0,208.119,198.03899999999996,6.48,0.38878421912348593,0.9597096802737038,0.2809934689435777,0.7433522017242805,469.7899325242263,1242.80248221679,1671.8891520519937,2.8515120651414634,0.05564513097184231
15.0,15.0,5.0,0.0,2.0,1.0,1.0,2.0,204.15300000000002,194.07299999999998,6.48,0.2707557613485567,0.9142877702028371,0.40506527036704126,0.6081996198760022,616.5950472401663,925.8085073773046,1522.2115850155503,2.739650042429026,0.07569866045436466
16.0,16.0,7.0,1.0,2.0,1.0,1.0,3.0,204.04000000000002,197.992,60.85,0.3808812311591782,0.9581937178684905,0.2861202527563539,0.7438227208220424,432.7121886374237,1124.915675784862,1512.343794152525,2.742802444292874,0.06079928135013975
16.0,16.0,7.0,1.0,2.0,1.0,1.0,3.0,204.04,197.99199999999996,60.85000000000001,0.4590685677669302,0.9721283403964743,0.234449333114847,0.782381969051527,413.42209859853966,1379.6328240886628,1763.3750248119552,2.9521231745551253,0.06077838982697562
16.0,16.0,7.0,1.0,2.0,1.0,1.0,3.0,204.04,197.99199999999996,60.85000000000001,0.49554291253398913,0.9770695126768539,0.21292056593343706,0.8010097447450709,378.7354881061398,1424.8074878245359,1778.764237478777,2.962843815546497,0.04990368422026694
16.0,16.0,7.0,2.0,2.0,2.0,1.0,4.0,204.04,197.99199999999996,64.23,0.5187950614440868,0.9800599884303401,0.19870183461136334,0.884112834325581,350.03759783711564,1557.4729511158325,1761.6223751619941,2.998534620593077,0.1644437708772647
16.0,16.0,4.0,0.0,2.0,1.0,1.0,2.0,202.15599999999998,186.02799999999996,6.48,0.18326724925968205,0.8876894246758514,0.4604427057937348,0.7228398580795199,582.3085104814811,914.1545642455865,1264.6709420180036,2.6132768878147496,0.36797384131156735
16.0,16.0,5.0,1.0,2.0,1.0,1.0,3.0,202.112,190.01599999999996,23.55,0.2280056877789929,0.9037947679139302,0.42796614058988935,0.659502629886746,627.2034881345037,966.5305515261081,1465.5446509623273,2.7510499331705844,0.1645703104885859
16.0,16.0,5.0,0.0,2.0,1.0,1.0,2.0,202.112,190.01599999999996,23.550000000000004,0.35832540937178986,0.9520689810893238,0.3058834013926497,0.7123049167633685,494.60090999403803,1151.7678253229187,1616.9589711052663,2.8413144267125903,0.08039453986011821
16.0,16.0,6.0,3.0,2.0,2.0,1.0,3.0,202.068,194.00399999999996,48.940000000000005,0.45498852404932916,0.972171672916436,0.23426958483520258,0.8687878818166369,382.6886152698794,1419.1993027585754,1633.5394777733632,2.915591114289138,0.13367869345373162
16.0,16.0,4.0,0.0,3.0,1.0,1.0,2.0,200.13999999999996,186.02799999999996,6.48,0.28333208984250857,0.9327477762676397,0.36052959083516734,0.7279996810546944,482.92532821816894,975.1473772281752,1339.4887423788757,2.6436738285281898,0.17637287450194455
14.0,14.0,7.0,0.0,2.0,2.0,1.0,3.0,198.43899999999996,196.42299999999997,26.93,0.48225270118596797,0.9751013064107489,0.22175987517143586,0.7782401248819523,339.7985179417069,1192.4828187841554,1532.2813366440566,2.7787900877432485,1.2835991285267748e-10
15.0,15.0,6.0,1.0,2.0,1.0,1.0,2.0,196.05499999999998,187.99099999999996,6.48,0.33991904591795885,0.9510480698242786,0.3090429887305551,0.8336175467965672,382.1419704169802,1030.7959200613093,1236.5333767534776,2.5994151626979445,0.29723273906434616
15.0,15.0,6.0,0.0,2.0,1.0,1.0,2.0,192.048,184.99199999999996,23.550000000000004,0.31940292683985616,0.9401289302271042,0.3408190055587286,0.6796527330562951,472.6230085892927,942.492977955862,1386.7272683766225,2.700859705520615,0.08658974027758207
14.0,14.0,5.0,0.0,2.0,1.0,1.0,2.0,190.12600000000003,182.06199999999998,6.48,0.3242814134080223,0.9422226527480192,0.33498727236789994,0.6891307988436063,438.81407903629093,902.7217502699306,1309.9425418001051,2.640634486943744,0.08828154844533849
15.0,15.0,6.0,1.0,2.0,1.0,1.0,3.0,190.057,181.99299999999997,32.78,0.45323925383132796,0.9713304397701795,0.23773341535398376,0.7833272244260994,361.10648753864126,1189.8392246824787,1518.9555368182284,2.841876953368415,0.06884463131052743
15.0,15.0,6.0,1.0,2.0,1.0,1.0,3.0,190.057,181.99299999999997,32.78,0.47716317688089044,0.9747864517906474,0.2231398068597355,0.7987950229541241,336.96557085476405,1206.268055411903,1510.1096285638484,2.834202536392938,0.0708958228786878
15.0,15.0,7.0,1.0,2.0,2.0,1.0,4.0,190.013,185.98099999999997,64.23,0.30972351878811377,0.9356535792399328,0.35291979209942737,0.6616540006650328,451.0619231940346,845.6508609324917,1278.0862204150847,2.6029451164606185,0.029383416920940958
15.0,15.0,4.0,0.0,2.0,1.0,1.0,2.0,188.129,174.01699999999997,6.48,0.24783772523140926,0.9064937418695662,0.42221925104300045,0.6206031896416179,534.0891665706368,785.0363040244549,1264.956927594576,2.6206577528507276,0.1408358279361166
15.0,15.0,6.0,0.0,2.0,2.0,1.0,4.0,188.04100000000003,181.993,44.0,0.29396503374961314,0.9261432322268999,0.3771719944538707,0.6258923566781427,453.3322760221248,752.2753830347176,1201.9245402313898,2.530141314515039,0.03227165867164827
13.0,13.0,6.0,0.0,2.0,2.0,1.0,3.0,185.062,181.03,9.86,0.44230135963012823,0.9690615149977804,0.24681932693816094,0.7531806730947184,241.45505508413558,736.8113476622326,978.2664027142034,2.2991639621827,6.882097945073067e-11
13.0,13.0,5.0,0.0,2.0,1.0,1.0,2.0,180.493,173.43699999999998,6.48,0.4275515552763065,0.9671588245703121,0.25417279172990237,0.7677756331764605,326.64942080031875,986.7046121450929,1285.1470787928943,2.6829728253486156,0.09725329470942934
13.0,13.0,6.0,0.0,2.0,2.0,1.0,3.0,180.449,177.42499999999998,26.93,0.29109727270795915,0.9237662175506837,0.38295688440358794,0.6170431156363845,414.36321001980656,667.6468723467593,1082.0100823233154,2.448715972022226,1.3765719126394525e-10
14.0,14.0,5.0,0.0,2.0,1.0,1.0,2.0,178.065,168.99299999999997,6.48,0.4057706468704574,0.963232092723443,0.2686706823373483,0.7565461888933668,331.34388929457486,933.0268359692526,1233.2714772300046,2.648261288341673,0.10867696807080574
14.0,14.0,6.0,0.0,2.0,1.0,1.0,2.0,178.021,172.98099999999997,23.550000000000004,0.3067076334690538,0.934510632355086,0.3559352160369877,0.6594873909338008,392.39112341289746,727.0339841232892,1102.4228728525738,2.498081220498519,0.060096488673035894
14.0,14.0,7.0,0.0,2.0,2.0,1.0,5.0,178.00199999999998,173.96999999999997,67.39,0.43627847043888207,0.9680348613570838,0.25081568371489726,0.7491843163303545,305.8821614923727,913.6674176077577,1219.5495790449436,2.6175036100146167,1.2925774336854647e-10
14.0,14.0,4.0,4.0,1.0,1.0,1.0,2.0,176.11799999999994,162.00599999999997,6.48,0.18634752426862009,0.8718293518719108,0.48980973981190273,0.6278600904822899,591.898480133949,758.722016095361,1208.4252966493693,2.6953933863562476,0.1913371991608038
14.0,14.0,5.0,1.0,2.0,1.0,1.0,3.0,176.07399999999998,165.99399999999997,15.71,0.4206164546902206,0.9659122818974738,0.25886958817059785,0.7625578236151797,328.33370778424086,967.1798043053797,1268.3363469016892,2.698259292473826,0.08604687368112182
14.0,14.0,4.0,0.0,2.0,1.0,1.0,2.0,174.10199999999998,162.00599999999997,6.48,0.33404555809672204,0.9455545874134653,0.3254635497584197,0.7001243919378105,381.476653485237,820.6175783987715,1172.1025404177947,2.611208057699836,0.09720928467985819
14.0,14.0,4.0,0.0,2.0,1.0,1.0,2.0,174.10200000000003,162.00599999999997,6.48,0.25108080451638565,0.9061100102502379,0.4230421365825324,0.6111400356458596,450.1991980021979,650.3719845437283,1064.1946961573349,2.493380674536471,0.1291498098207512
14.0,14.0,4.0,0.0,2.0,1.0,1.0,2.0,174.102,162.00599999999997,6.48,0.2777300057843417,0.9314177774901571,0.36395181518340625,0.7368386670595761,377.77344841407466,764.8212553622059,1037.976547042919,2.502466446433473,0.25131853197747284
14.0,14.0,5.0,0.0,2.0,2.0,1.0,3.0,174.058,165.99399999999997,26.93,0.36298845516602773,0.9525081593802432,0.30451306427485336,0.7016019518584117,340.1975212265298,783.8193920458247,1117.185307095618,2.537339203840661,0.055880735412309555
14.0,14.0,6.0,1.0,2.0,2.0,1.0,4.0,174.01399999999998,169.98199999999997,44.0,0.5269198587374865,0.9805679095046388,0.19617995526990648,0.8038200447465685,254.816523131773,1044.075215248898,1298.8917383592718,2.732086102721864,6.415207241905391e-11
14.0,14.0,6.0,1.0,2.0,2.0,1.0,4.0,174.014,169.98199999999997,44.0,0.27257047733289186,0.9119504103993997,0.4103004374508592,0.592831210022643,434.48488910802934,627.7746232657046,1058.9432753409303,2.4687891594200133,0.00531268890672948
12.0,12.0,5.0,0.0,2.0,2.0,1.0,1.0,166.466,161.426,8.809999999999999,0.2803361800165699,0.916758790021328,0.39944126091157733,0.6005587390980109,238.11085074958487,357.9989507478062,596.1098014916754,1.8923451844748178,2.9970034499442834e-11
13.0,13.0,6.0,0.0,2.0,2.0,1.0,3.0,163.994,160.97,26.93,0.4339968879741192,0.9676369591200548,0.2523464193225129,0.747653581164425,257.5635631445134,763.1109681661535,1020.6745308136617,2.4947650974267073,1.3707905526138917e-09
13.0,13.0,4.0,0.0,2.0,1.0,1.0,2.0,160.07500000000002,149.99499999999998,6.48,0.2997707334395591,0.9346556112042097,0.3555543396507559,0.683238538942659,329.5538411535292,633.2755920061226,926.8733479029795,2.4295173118256446,0.11992635002345203
12.0,12.0,6.0,2.0,1.0,1.0,1.0,2.0,155.98999999999995,151.95799999999997,6.48,0.13747474192743406,0.8502119665717516,0.5264405112623787,0.706680173814271,382.6439622847991,513.6513926862897,726.8512853755072,2.280948615411679,0.21902903522547135
11.0,11.0,4.0,0.0,2.0,1.0,1.0,2.0,132.02099999999996,125.97299999999998,6.48,0.2670503665408325,0.9158008630895607,0.401632642055418,0.6251676399315939,245.11271896650973,381.53407862791454,610.2908312235454,2.1643993450734196,0.07857882006319773
