Molecule,Cluster,x,y
139,8,-0.2168034717520569,-0.4600903294769403
140,2,-0.2011994739517396,0.224250878780499
141,11,0.1318997704376456,-0.485415673316743
142,4,0.3971464872495592,-0.5012599343174886
143,6,0.3190940608440882,-0.0881567555896346
144,6,0.1961876497597812,-0.2284637791390024
145,10,0.5444335994936724,0.522323970468622
146,10,0.5016063984819046,0.6963348628275268
147,6,0.2152495198757788,-0.3052249448170516
148,6,0.3268033477134712,-0.289479335488701
149,1,0.5351331461185491,-0.1321250641895599
150,4,0.6274051082181931,-0.5161234659429571
151,4,0.459933092578221,-0.6393993687332593
152,10,0.8439611731167347,0.2790843005119049
153,9,0.8742932385006614,-0.1663152307431777
154,9,0.8793583043656649,-0.1488227365549786
155,9,0.6994575019578735,-0.2864954139658038
156,9,1.004530649705083,-0.005553335654606
157,9,1.2686360065496287,-0.3577728597698821
158,10,1.3876189412004378,0.5255226777327866
159,9,1.3287442436548376,-0.168399297040998
160,9,1.1031600792222642,-0.4236894039140919
161,9,1.223203155605433,-0.2421420668624784
162,9,1.605828196733623,-0.2947161574213076
163,9,0.8108871888048601,-0.2243022736005372
164,0,-0.7021560706774342,-0.2731342147327134
165,8,-0.3755733746386186,0.4000171298212595
166,0,-0.5485141018206523,-0.1395565675395385
167,0,-0.44300892605099085,-0.00022555447979615006
168,7,-0.5758839875620605,-0.3043492489979486
169,0,-0.2331687844623978,-0.2282283697871984
170,8,0.3217147450578528,-0.1737463953869048
171,10,0.8176353378389427,0.9248903447650589
172,6,0.0497761739392903,-0.1365306355216356
173,10,0.9557842208033371,0.713939079036596
174,4,0.1418141022985965,-0.5155266028327938
175,6,0.4334447211460825,-0.1013765889443871
176,6,0.4328631396749956,-0.1680187715985212
177,6,0.4082788232408176,-0.1576186042741422
178,9,1.248979112872566,-0.4343123000735887
179,9,1.324042195097916,-0.0519503474987639
180,6,0.0118371541819644,-0.1351885459159109
181,6,0.014668561933408,-0.1296243900745639
182,1,0.7662102521588756,0.4068979372951912
183,1,0.5882887748716648,0.061603271823379
184,7,-0.6417169012972248,-0.466257019327899
185,8,-0.3619179175216742,-0.1381260932023596
186,2,-0.3046341538771918,0.2448481396795658
187,4,-0.0857002960544171,-0.3945954246018635
188,4,-0.1698240353875562,-0.6560625895953213
189,6,-0.1079256162192021,-0.1455858336881949
190,6,-0.1092255803152119,-0.1566333224060295
191,6,-0.1036547581813718,-0.134381884074403
192,4,0.0512819827221485,-0.6060274306387894
193,4,0.1733561152836102,-0.8125012848687234
194,10,0.9755543631235588,0.9159395497134855
195,9,0.6248658861387533,-0.3646048618581743
196,9,1.072054580907159,-0.3831749278379352
197,7,-0.5648637929214759,0.0421496698505704
198,7,-0.9686095794976814,-0.4924239240511752
199,0,-0.4127445646371649,0.1230534736772833
200,8,-0.4249308044945062,-0.0603277296615144
201,7,-0.5309767454305657,-0.6079015306696716
202,8,-0.093728431968598,0.0266416527718143
203,1,0.1032775936119401,0.1398287562039355
204,4,0.2256478096334591,-0.3050547142934797
205,4,0.4160402335668423,-0.0540627006067534
206,4,0.7326591573476517,-0.3487806241523249
207,7,-0.7063710102372076,-0.492083052021051
208,0,-0.441813959669679,0.1934962339486145
209,0,-0.425238727139851,0.0942872960757725
210,4,-0.1439325457076399,-0.5485285365333659
211,6,-0.223093801824263,-0.1866640935360561
212,9,0.9873823597847287,0.014850028607954
213,6,-0.1502768469486052,-0.106849150028356
214,5,-0.2630438894342633,0.9220658238308473
215,7,-0.5859854893844442,-0.3286806317919271
216,6,0.2670311745875307,-0.1948445029601766
217,7,-0.7968295872391102,-0.4197599156245373
218,3,-0.3484381521284797,0.2369745899130458
219,0,-0.5796501751012002,-0.1741335934607057
220,0,-0.5193430701018423,-0.0090139473976661
221,0,-0.5641852381028823,-0.1280487751103444
222,5,0.1505776803495672,0.8670692475485393
223,5,0.0228363481411271,0.5555584984094465
224,6,-0.0960757398422777,-0.1449574250040682
225,6,0.2326483631577818,-0.3898016372024381
226,4,0.2685454239110486,-0.4341233987861392
227,9,0.6805884472307318,-0.4953510767689552
228,10,0.4704390879595955,0.6779301051802953
229,10,0.5579764189631229,0.8204161367621114
230,10,0.4354037256934266,0.5055529341279541
231,10,0.3365353347829625,0.4071836874594452
232,6,0.2774012927893891,-0.1621060441381993
233,4,0.0432228614125029,-0.6310682732041536
234,10,0.742931925154062,0.2803284670091723
235,10,0.9275049509103195,0.4998582681670557
236,2,-0.0751645814474715,0.3216569674086964
237,2,-0.603451777120207,-0.0379735865112744
238,7,-0.5472528307515119,-0.1510614532705084
239,8,-0.4172490732275638,0.3201607818698113
240,0,-0.516320172101645,-0.0258165388137624
241,0,-0.4492544794985741,0.0090135794842597
242,6,-0.1576037712163695,-0.1364018860138045
243,1,0.2065706459662574,0.3574880089285185
244,4,0.1845647746222434,-0.4496332163138111
245,1,0.4026052137038826,-0.0616601567012509
246,6,0.3328510521586148,-0.1602521536361693
247,9,0.7133621741922354,-0.2299999851350487
248,9,0.9289429376050591,0.0888175956435075
249,5,-0.2179753505661355,0.8305105459972816
250,7,-0.574131672018371,-0.1963283990883133
251,7,-0.5728311097661114,-0.3397417600411152
252,5,0.091601452346642,0.7653066431195751
253,5,0.0287300262237211,0.6947069962820308
254,2,0.0005679019899258,0.3464747590662001
255,3,0.0144642581762046,0.3372664426889357
256,4,0.140685466067057,-0.5956769881689612
257,4,0.6443572307430822,-0.3640043241599419
258,9,0.9036644464973492,-0.7552375692444878
259,2,-0.5767248307790465,0.0228003196092795
260,7,-0.8012130038180958,-0.4261887616415849
261,2,-0.2625123249446301,0.279878283841572
262,9,1.2291048104097224,-0.0583407837779789
263,5,-0.476900659813177,0.4166567191188995
264,5,-0.1668406263790255,0.8942297622200401
265,5,-0.0780352173536748,0.4566874224224839
266,6,0.2340768434513534,-0.1871863140074717
267,9,0.9251013549420197,0.1206446507721391
268,5,-0.2149154900113692,0.8174289090479371
269,5,0.0555706519159419,0.4962735084016905
270,6,-0.1441385526228466,-0.2083740316459518
271,6,-0.0967583857577326,-0.2324771912503923
272,6,0.0019353395233183,-0.2178272845844028
273,6,0.1542578161192717,-0.3194744059539655
274,7,-0.5694160398722248,-0.0829167648270144
275,5,-0.1925380160833051,0.6799759582392952
276,4,-0.1144007844181647,-0.3711138981204778
277,5,-0.315679298231787,0.5485705115828325
278,5,0.2154821102061592,0.9596845971837551
279,4,0.1886137406004929,-0.0708601666685348
280,8,-0.1230286564472385,-0.1400031287434939
281,8,0.0844916634267911,0.2532346211038636
282,1,0.5294405624809035,0.0858227256852118
283,4,0.333513467853668,-0.262429397400765
284,4,0.3060016408459222,-0.2942769559310097
285,7,-0.5391244291915929,-0.2172045199073651
286,3,-0.4423123819557754,0.5572964384675445
287,0,-0.2276442406398343,0.2395968414967565
288,10,0.4783940018538625,0.6641414224045583
289,6,0.2333505482702105,-0.3543699134487404
290,7,-0.5488772132012925,-0.2941045455199668
291,9,0.743272930112204,-0.3084247151527381
292,5,-0.4942285221199502,0.4861477342090598
293,1,0.3043822584273327,0.0360313187516477
294,5,-0.7126563968754719,0.3000497387667208
295,5,-0.2015446162583392,0.7964982095957088
296,5,-0.2253384625779737,0.7671069730570871
297,6,0.1941280651481903,-0.176869549157692
298,10,0.3872526727270205,0.3351329179720184
299,10,0.3657785393536043,0.5431888402124625
300,10,0.5313707311849507,0.2801548969637359
301,5,-0.1774638164216129,1.082193216700452
302,10,1.2860601138233303,0.4325080341427982
303,6,-0.1034391208008858,-0.1698240107162051
304,6,-0.0408316644976769,0.0947486130180217
305,3,0.1003908255521715,0.3647120368030926
306,6,-0.1434888467089158,0.0082257431175134
307,9,0.6627511457070181,-0.3093112885603791
308,5,-0.3114417028762702,1.2263061131001716
309,5,-0.4038758807111551,0.7150235271211236
310,2,0.0404966442812141,0.0231135528739262
311,5,0.1058368382697095,0.8588658998071206
312,6,0.3048527197391581,-0.0486386186902697
313,9,0.9334588509633485,-0.6127950095617266
314,3,-0.3950802160998084,0.3806949199691093
315,0,-0.7440156307778482,0.1966752412639788
316,6,0.1897825417485144,-0.3230613439706981
317,3,-0.0372038528082307,0.6510004788284949
318,5,-0.3078276866074193,0.9699373436287522
319,2,-0.4452193099537486,0.1246518246188324
320,7,-0.3204434894037501,-0.4532809573560306
321,8,-0.4127567737234206,-0.0538503016816691
322,10,0.2544755422693528,0.2160276491067838
323,8,-0.3927116428987033,0.2947884250486249
324,3,-0.2352342131931819,0.5456098268221194
325,0,-0.3689645401681531,-0.3044553861246467
326,5,0.2222326739867552,0.564751066721078
327,5,-0.5400383627404113,0.5022952051894045
328,5,-0.0980395067593932,0.5823479820279946
329,5,-0.1572548516364778,0.4414315016607152
330,1,0.6317369258535659,0.6753252458263108
331,9,0.9190314036076839,0.2359165132767619
332,8,-0.0088908766109113,-0.002187314954948
333,0,-0.4612788634097463,-0.2110570674783325
334,7,-0.7764227573401374,-0.7418752397166966
335,4,0.0584255641606923,-0.4941638938916815
336,0,-0.4082480888191609,-0.4452186851644853
337,7,-0.6523106992207512,-0.5164208336764392
338,2,-0.5998866274229834,0.3720521615975877
339,2,-0.3814540139633945,0.1508698560043382
340,7,-1.118059198846585,-0.2775212165372777
341,3,-0.0432348739055493,0.5197281753518925
342,7,-0.6189782510311927,-0.4011746833546087
343,5,-0.3472682341378376,0.7536457360571074
344,6,0.139850240748825,0.0389438138943035
345,1,0.6059090882281757,0.1501543230461194
346,4,0.0905978097111576,-0.3772992200137628
347,1,0.2570361941004773,0.2156216375065215
348,7,-0.327699205539086,-0.5153300021728088
349,8,-0.002604128207271,-0.1576302758766691
350,1,0.6259722341802403,0.1775283211481352
351,1,0.636383010912578,0.2004080060597024
352,6,0.3488890817476867,-0.2876339306889522
353,9,1.1681366321967421,-0.3462348200442411
354,9,1.153068937093312,-0.5836361990699017
355,9,1.134589524266926,-0.5738542607130254
356,0,-0.6515568719478795,-0.0367356570222117
357,0,-0.4264701547983323,-0.1866566959326179
358,0,-0.6074993148570493,-0.0165210126506463
359,5,-0.39302404744851,0.8495863682939129
360,8,-0.3713808403875777,0.1402895084462044
361,8,-0.1874899082728646,0.1401292365515109
362,5,-0.3313488210425529,0.7046201800987968
363,0,-0.6299712091019289,-0.1947611353175896
364,3,-0.1112298873996128,0.3961288887202228
365,2,-0.1265438038914578,0.5181390795412132
366,8,-0.2585324019838113,0.136641280647624
367,0,-0.2777645611000911,-0.1848861152446198
368,11,-0.3077712064418342,-0.6435646512121957
369,1,0.3280271194183286,0.2110542444052191
370,6,0.0420989675640059,0.0314672212050329
371,5,0.0309741983093374,0.6672933353708697
372,9,0.8182758968236739,-0.2654049033062398
373,11,0.0375185541235645,-0.5483706870559895
374,5,-0.0388864511937278,0.6751077960668983
375,1,0.6428004930058233,-0.0021286224259579
376,1,0.4029314101238357,-0.1046427998988753
377,1,0.4931563188102046,-0.0137138484256236
378,4,0.6889516490015783,-0.7175243107545077
379,9,0.6964658003479138,-0.4557232546193926
380,9,0.6827331858624135,-0.3912709325236587
381,9,1.2672565559275106,-0.3006578553917013
382,9,1.2772110110201726,-0.2898008921870702
383,9,1.151981916822986,-0.0439787250608513
384,4,0.351140752677721,-0.8740242479229479
385,5,-0.4580806653744582,0.7986134149538259
386,8,-0.2496423959661385,0.2036617943335156
387,8,-0.1565767012240071,0.2322943398036485
388,7,-0.6443145822523009,-0.274028786063823
389,6,0.1410275732096722,0.1440034472763755
390,6,0.13287966382424,-0.1481854224619652
391,11,-0.2083262339724403,-0.3259436241009676
392,6,-0.1929221106632938,-0.2050650757599957
393,6,0.5333035864500071,-0.2106472337882201
394,10,0.5523719752208065,1.210747738328537
395,1,0.6528070959379197,0.1499148871194377
396,9,1.5908134880709643,0.1761012511036621
397,8,-0.3712757008485092,0.0295173776601325
398,2,-0.2629887183396467,0.4742234462117948
399,8,0.1980399884418203,0.1034799900377165
400,10,0.9574620673977595,0.7875810599258323
401,1,0.6657667647019067,-0.108970464830946
402,9,0.8191538649700915,-0.4083898240357726
403,0,-0.5889962686131072,-0.0708535077275665
404,7,-0.7292800551770469,-0.3095904823379078
405,6,-0.067341172678628,0.0103878307468597
406,0,-0.553910910991344,-0.1116368718411207
407,2,-0.4326240303219424,0.1292093728970588
408,3,-0.3198433148991456,0.3089236221008562
409,0,-0.4461979626527862,0.1617071644908233
410,2,-0.2731690228678717,0.3300513180264941
411,0,-0.3965178991141161,0.0958232355364889
412,2,-0.439198637147064,0.1027456136409165
413,2,-0.448835502329109,0.0727640397975409
414,2,-0.4472875415060816,0.1268479553399231
415,0,-0.5000670853538209,0.0716623545773157
416,0,-0.6480964094027701,0.0375177896030412
417,0,-0.6698660015359845,-0.0743216368655881
418,0,-0.6326688576747396,-0.111478251184838
419,3,-0.37537130615834,0.0290172010132151
420,0,-0.3392312030462924,0.1533012208615281
421,0,-0.4541039337724474,0.0939883733242126
422,3,-0.1659106656801415,0.6549423014059648
423,0,-0.5937139156865472,-0.0356266152267355
424,3,-0.2854684435323411,0.4767433972914756
425,0,-0.5286206935650715,-0.0747284282083885
426,3,-0.1776985303332453,0.3500882315331008
427,3,-0.2468485119665219,0.3578956945136918
428,3,-0.2140621981150422,0.4589476898239055
429,0,-0.3904623100539802,0.2426259082514198
430,0,-0.5178185889479203,-0.0257327924221838
431,0,-0.5892689923691614,0.0080526567872831
432,3,-0.1623306318782821,0.533201953251334
433,3,-0.358240428218939,0.3824731678011248
434,2,-0.1651033995776988,0.462654718324863
435,2,-0.3770238695289214,0.1762589807003855
436,2,-0.2323569449831349,0.2771919996735442
437,2,-0.3774245902788055,0.1751628669719856
438,0,-0.4141696034541894,0.1225919528259591
439,2,-0.3819282199098586,0.0867449545597824
440,3,-0.2241705177015912,0.3744575626786474
441,0,-0.5234535704080485,-0.1258570047962384
442,0,-0.4563682747634349,-0.1666118265296589
443,0,-0.5115355897674612,-0.1474346772566026
444,6,-0.028672866022266,-0.1488146663917733
445,6,0.0467159122475331,0.1135334202042766
446,6,0.0124138313506421,0.0920035945996537
447,6,-0.1207642272271593,-0.0814476545796777
448,6,-0.1029290531266988,-0.0022193040246834
449,1,0.1896183503547927,0.2313061207573948
450,6,0.0745813553346627,0.1424712603932874
451,1,0.1453258034010592,0.1429484400494102
452,6,-0.0609573649755317,-0.0759764385362798
453,6,-0.1715741956282182,-0.2135823971518585
454,6,-0.010742335666122,-0.0506603779003292
455,3,0.140006135465477,0.2155739789867684
456,6,0.012827622709458,0.0816266818543133
457,6,-0.0080258842067412,-0.0211872966907621
458,6,-0.0553121042520883,0.0331023681569428
459,6,-0.0399002977659012,-0.0842254847551115
460,6,-0.0743942033029035,-0.089155818256763
461,1,0.0936564744790775,0.119824741209521
462,6,-0.112820936280574,-0.3571987596782571
463,6,0.0883119714001169,-0.0697250383704945
464,6,0.0134560148607369,-0.0685119273285349
465,1,0.3794954576312863,-0.0121297747258788
466,1,0.6071919352737658,0.2377968955841918
467,1,0.4771622531354067,0.011877135211902
468,0,-0.503040913201817,0.0733619162516781
469,0,-0.5463758484239543,0.1096846888886778
470,8,-0.5157109262799168,-0.0814608828088556
471,3,-0.2209864258175125,0.5034419482988055
472,0,-0.4517897661435584,0.0234592625067819
473,3,-0.2704827346351886,0.2775015100448349
474,0,-0.3838082222004444,-0.0404571575617487
475,0,-0.5090123253531598,-0.2909533936175636
476,3,-0.2926497752519227,0.0093773449387785
477,6,0.2736384077762054,-0.1327349613101558
478,0,-0.4380475086389962,0.1050233540784949
479,0,-0.5774170711816033,-0.0328455916552113
480,2,-0.5248494125605718,0.0462541481149274
481,2,-0.4393423031462637,0.1366078568746857
482,2,-0.4191766789910921,0.1951547517767279
483,2,-0.4229798757004586,0.1777860740820027
484,2,-0.3823729470037665,0.2493012800967661
485,2,-0.3537107327371496,0.34181449189501
486,0,-0.3411118895591123,0.096484886700726
487,2,-0.4336695516347754,0.0340407081763319
488,0,-0.4906866448161724,-0.0747959499505739
489,2,-0.1610236744882051,0.4696592959477163
490,2,-0.2834904843515773,0.1934300324535145
491,3,-0.1821948563798676,0.4429833007928588
492,2,-0.2278848279308993,0.4127298624168541
493,2,-0.07916469367942,0.0393031852593924
494,2,-0.0431998225012813,0.128740222779373
495,6,0.0458285511525257,0.0198683372780812
496,1,0.2987087350615586,0.4688127858461124
497,6,-0.1159427621017895,-0.1622762866015159
498,1,0.0909930582830316,0.1137436733795717
499,1,0.1145217061020977,0.1830195943908204
500,0,-0.7497857300151364,-0.1786693576994663
501,2,-0.5603430009850308,0.1014147151445047
502,7,-0.7449744525420325,-0.2898434679368959
503,8,-0.5212744517901142,-0.0752291843851278
504,0,-0.230996050196562,-0.1519752715381801
505,2,-0.0611846756764045,0.0338596675474263
506,7,-0.4316543606217044,-0.5332367703416199
507,7,-0.2997035284353273,-0.3945087853733366
508,6,-0.1048813609259192,-0.142063158858064
509,6,-0.1249248221498467,-0.18497137654084
510,6,-0.10168648194234,-0.1532303774552396
511,6,-0.1872562999776951,-0.0491227973497258
512,0,-0.5264218825594102,-0.0869468189398089
513,0,-0.3433962064282774,0.0942960156474222
514,0,-0.4313421670640245,-0.0579734290882585
515,0,-0.3937896280427621,0.0581647207128098
516,0,-0.3593641791466877,0.1302258241548536
517,3,-0.2855413129622951,0.2399591376978382
518,3,-0.1357122382066146,0.4254426001071455
519,2,-0.4211596110615934,0.051714919699652
520,0,-0.4865678131560925,-0.0725723907917907
521,0,-0.4127885053238048,-0.1406300102398505
522,6,-0.051558162695054,-0.1333424868666145
523,6,0.3737855121833135,-0.1236170186475489
524,0,-0.6154625888523306,-0.0448975597976225
525,2,-0.4069193543954595,0.2264733239382363
526,0,-0.3872654828387704,0.0606129540583074
527,3,-0.1734357147070197,0.3546792061662569
528,3,-0.1260134677358699,0.3180642696961251
529,0,-0.4354413391352909,-0.1512634892048249
530,3,-0.2119755962570006,0.1720705798357669
531,0,-0.5798399609868845,-0.1120154552867305
532,3,-0.1728631703343204,0.3255524724391618
533,3,-0.2191261047684309,0.233179009280116
534,0,-0.412314271402482,-0.0210949652905579
535,3,-0.4009137372125993,0.0009290180476948
536,1,0.246287154399793,0.406964740095748
537,1,0.1850494482472899,0.1134898228335682
538,1,0.5649653153063338,0.1806473998346685
539,0,-0.493865867578735,0.1100476686945153
540,2,-0.262552764943202,0.4146099090835308
541,2,-0.3730771130814695,0.1969066068617475
542,3,-0.3175382928955139,0.3878112098696439
543,3,-0.3659080442401447,0.1485247990152218
544,1,0.1139749625885106,0.3047840034990459
545,2,0.0236235641176918,0.1915700842086994
546,1,0.4455131699602021,0.1706776003220378
547,7,-0.7885367093541429,-0.4388128821811306
548,7,-0.7013633924509188,-0.3881599881897022
549,1,0.1175266181404763,0.170485931844848
550,1,0.1264725158750336,0.2510120736678532
551,1,0.5721339564317603,0.1892955731236172
552,1,0.648874252922279,0.4359116556062043
553,8,-0.3153219775556976,0.2337128424420533
554,1,0.5272358605970161,0.1819774478489328
555,7,-0.4298673716946573,-0.2087774801676523
556,8,-0.3993929758538581,-0.0448343462636373
557,8,-0.2640092514622171,0.1481927316476425
558,7,-0.6166004587430248,-0.5389213330542362
559,7,-0.5043971221047251,-0.2343408189781573
560,7,-0.738730315601311,-0.6096913148423995
561,0,-0.5670677903337368,0.1129041692070766
562,0,-0.4133338518444208,0.0090410363852582
563,5,-0.2022016847036487,1.009021066796415
564,7,-0.5863095942605185,-0.4754909740603646
565,5,-0.3738444728545566,0.7022661564800575
566,5,-0.2888846589974426,1.019369114968192
567,0,-0.5519430476109923,-0.189306739571764
568,2,-0.5576924626847476,0.1048001883727672
569,3,-0.1707822925873378,0.4990174605036897
570,3,-0.030999738660478,0.6351510885995869
571,3,-0.1353318068551766,0.3759002203326122
572,3,-0.3243182109278644,0.0683723021927337
573,3,-0.0613713507150879,0.4161705839405187
574,4,-0.1757842740455859,-0.5663468829706804
575,8,0.1234089601269485,-0.0435274170223183
576,1,0.1351072270892181,0.1799529086631971
577,8,-0.020075680892373,0.0478775504997017
578,4,0.0105910656285667,-0.3678910537085914
579,4,-0.0621349590321734,-0.5281875608956483
580,4,-0.0148393166160932,-0.4010840857383199
581,4,-0.026356030111303,-0.4949861455199547
582,5,0.2491214382927313,0.821513683969981
583,5,0.1446774161511822,0.7927666558872942
584,1,0.6669137125222147,0.3746880842275727
