0_Molecule,0_x,0_y,1_Molecule,1_x,1_y,2_Molecule,2_x,2_y,3_Molecule,3_x,3_y,4_Molecule,4_x,4_y,5_Molecule,5_x,5_y,6_Molecule,6_x,6_y,7_Molecule,7_x,7_y,8_Molecule,8_x,8_y,9_Molecule,9_x,9_y,10_Molecule,10_x,10_y,11_Molecule,11_x,11_y
209.0,-0.425238727139851,0.0942872960757725,55.0,0.6238721716199265,0.1922951964425421,259.0,-0.5767248307790465,0.0228003196092795,255.0,0.0144642581762046,0.3372664426889357,41.0,0.247271194260001,-0.561665328294674,263.0,-0.476900659813177,0.4166567191188995,82,-0.2641724761673969,-0.3436663632131157,47.0,-0.9506016295150225,-0.7095187237283465,137.0,0.010198701903703,-0.1294884869680564,105.0,1.603130917447051,-0.4916865250743727,229.0,0.5579764189631229,0.8204161367621114,391.0,-0.2083262339724403,-0.3259436241009676
219.0,-0.5796501751012002,-0.1741335934607057,84.0,0.3139047270761973,0.3303535811133954,261.0,-0.2625123249446301,0.279878283841572,286.0,-0.4423123819557754,0.5572964384675445,60.0,0.1231802289051019,-0.3806909535758888,264.0,-0.1668406263790255,0.8942297622200401,87,0.3271140545149909,-0.3754130626968862,49.0,-0.2770362874380965,-0.6916368343858026,139.0,-0.2168034717520569,-0.4600903294769403,111.0,0.7058940856725162,-0.5581516005630642,230.0,0.4354037256934266,0.5055529341279541,,,
220.0,-0.5193430701018423,-0.0090139473976661,90.0,0.3998551197885142,-0.0570739819999264,310.0,0.0404966442812141,0.0231135528739262,305.0,0.1003908255521715,0.3647120368030926,62.0,0.7120315726607114,-0.3830068917398438,265.0,-0.0780352173536748,0.4566874224224839,89,0.2787007333862094,-0.2801835952246581,57.0,-0.7271379105535012,-0.4244225178727122,165.0,-0.3755733746386186,0.4000171298212595,113.0,1.0172495049686114,-0.4432814076840234,231.0,0.3365353347829625,0.4071836874594452,,,
221.0,-0.5641852381028823,-0.1280487751103444,94.0,0.4734995255867542,-0.1168813642273731,319.0,-0.4452193099537486,0.1246518246188324,314.0,-0.3950802160998084,0.3806949199691093,86.0,0.3867568664875181,-0.6660061361195545,268.0,-0.2149154900113692,0.8174289090479371,93,0.2259580686870026,-0.3148608302679717,69.0,-0.7044354873864486,-0.205949623630629,170.0,0.3217147450578528,-0.1737463953869048,153.0,0.8742932385006614,-0.1663152307431777,234.0,0.742931925154062,0.2803284670091723,,,
240.0,-0.516320172101645,-0.0258165388137624,95.0,0.658901387036577,0.1873273041011368,338.0,-0.5998866274229834,0.3720521615975877,317.0,-0.0372038528082307,0.6510004788284949,88.0,0.5130970964392307,-0.242492015241381,269.0,0.0555706519159419,0.4962735084016905,118,0.0864540231421059,0.0669215782110204,70.0,-0.7402258388027223,-0.2922800288425117,185.0,-0.3619179175216742,-0.1381260932023596,154.0,0.8793583043656649,-0.1488227365549786,235.0,0.9275049509103195,0.4998582681670557,,,
241.0,-0.4492544794985741,0.0090135794842597,96.0,0.5408799925877468,0.0537090572516556,339.0,-0.3814540139633945,0.1508698560043382,324.0,-0.2352342131931819,0.5456098268221194,91.0,0.0170926063130679,-0.6645451545217254,275.0,-0.1925380160833051,0.6799759582392952,132,-0.0763848017061944,-0.2884162565082654,71.0,-0.8781318324226348,-0.4579940568958878,200.0,-0.4249308044945062,-0.0603277296615144,155.0,0.6994575019578735,-0.2864954139658038,288.0,0.4783940018538625,0.6641414224045583,,,
287.0,-0.2276442406398343,0.2395968414967565,110.0,0.5211620973051807,0.0844120418731997,365.0,-0.1265438038914578,0.5181390795412132,341.0,-0.0432348739055493,0.5197281753518925,97.0,0.3655878707859505,-0.4108526253079082,277.0,-0.315679298231787,0.5485705115828325,133,-0.0643645163686678,-0.2804615208809854,75.0,-0.679775461945213,-0.3035289424920464,202.0,-0.093728431968598,0.0266416527718143,156.0,1.004530649705083,-0.005553335654606,298.0,0.3872526727270205,0.3351329179720184,,,
315.0,-0.7440156307778482,0.1966752412639788,117.0,0.34902307486655,0.4551845225396801,398.0,-0.2629887183396467,0.4742234462117948,364.0,-0.1112298873996128,0.3961288887202228,98.0,0.0064905197018977,-0.7815749650265253,278.0,0.2154821102061592,0.9596845971837551,136,-0.0183776167217168,-0.0745366085002749,77.0,-0.2612030478735186,-0.6121091168711733,239.0,-0.4172490732275638,0.3201607818698113,157.0,1.2686360065496287,-0.3577728597698821,299.0,0.3657785393536043,0.5431888402124625,,,
325.0,-0.3689645401681531,-0.3044553861246467,119.0,0.2348902108134907,0.2074541934700289,407.0,-0.4326240303219424,0.1292093728970588,408.0,-0.3198433148991456,0.3089236221008562,99.0,0.4347187209801885,-0.116074171536486,292.0,-0.4942285221199502,0.4861477342090598,143,0.3190940608440882,-0.0881567555896346,116.0,-0.2328346021092106,-0.4309956597517114,280.0,-0.1230286564472385,-0.1400031287434939,159.0,1.3287442436548376,-0.168399297040998,300.0,0.5313707311849507,0.2801548969637359,,,
333.0,-0.4612788634097463,-0.2110570674783325,122.0,0.5851689441208172,0.1377584231144721,410.0,-0.2731690228678717,0.3300513180264941,419.0,-0.37537130615834,0.0290172010132151,101.0,0.4971495903102022,-0.7116800719744767,294.0,-0.7126563968754719,0.3000497387667208,144,0.1961876497597812,-0.2284637791390024,168.0,-0.5758839875620605,-0.3043492489979486,281.0,0.0844916634267911,0.2532346211038636,160.0,1.1031600792222642,-0.4236894039140919,302.0,1.2860601138233303,0.4325080341427982,,,
336.0,-0.4082480888191609,-0.4452186851644853,134.0,0.5388625944268405,0.1540751252743578,412.0,-0.439198637147064,0.1027456136409165,422.0,-0.1659106656801415,0.6549423014059648,108.0,0.2201880768179761,-0.2931913802585624,295.0,-0.2015446162583392,0.7964982095957088,147,0.2152495198757788,-0.3052249448170516,184.0,-0.6417169012972248,-0.466257019327899,321.0,-0.4127567737234206,-0.0538503016816691,161.0,1.223203155605433,-0.2421420668624784,322.0,0.2544755422693528,0.2160276491067838,,,
356.0,-0.6515568719478795,-0.0367356570222117,138.0,0.10072005890649,0.216625243263188,413.0,-0.448835502329109,0.0727640397975409,424.0,-0.2854684435323411,0.4767433972914756,112.0,0.4668809707202485,-0.7433360279115339,296.0,-0.2253384625779737,0.7671069730570871,148,0.3268033477134712,-0.289479335488701,197.0,-0.5648637929214759,0.0421496698505704,323.0,-0.3927116428987033,0.2947884250486249,162.0,1.605828196733623,-0.2947161574213076,394.0,0.5523719752208065,1.210747738328537,,,
357.0,-0.4264701547983323,-0.1866566959326179,149.0,0.5351331461185491,-0.1321250641895599,414.0,-0.4472875415060816,0.1268479553399231,426.0,-0.1776985303332453,0.3500882315331008,120.0,0.1794392770901295,-0.8043262364771616,301.0,-0.1774638164216129,1.082193216700452,172,0.0497761739392903,-0.1365306355216356,198.0,-0.9686095794976814,-0.4924239240511752,332.0,-0.0088908766109113,-0.002187314954948,163.0,0.8108871888048601,-0.2243022736005372,400.0,0.9574620673977595,0.7875810599258323,,,
358.0,-0.6074993148570493,-0.0165210126506463,182.0,0.7662102521588756,0.4068979372951912,434.0,-0.1651033995776988,0.462654718324863,427.0,-0.2468485119665219,0.3578956945136918,121.0,0.4131265347197781,-0.4672175994112904,308.0,-0.3114417028762702,1.2263061131001716,175,0.4334447211460825,-0.1013765889443871,201.0,-0.5309767454305657,-0.6079015306696716,349.0,-0.002604128207271,-0.1576302758766691,178.0,1.248979112872566,-0.4343123000735887,,,,,,
363.0,-0.6299712091019289,-0.1947611353175896,183.0,0.5882887748716648,0.061603271823379,435.0,-0.3770238695289214,0.1762589807003855,428.0,-0.2140621981150422,0.4589476898239055,135.0,0.0255791412130562,-0.32540492188526,309.0,-0.4038758807111551,0.7150235271211236,176,0.4328631396749956,-0.1680187715985212,207.0,-0.7063710102372076,-0.492083052021051,360.0,-0.3713808403875777,0.1402895084462044,179.0,1.324042195097916,-0.0519503474987639,,,,,,
367.0,-0.2777645611000911,-0.1848861152446198,203.0,0.1032775936119401,0.1398287562039355,436.0,-0.2323569449831349,0.2771919996735442,432.0,-0.1623306318782821,0.533201953251334,142.0,0.3971464872495592,-0.5012599343174886,311.0,0.1058368382697095,0.8588658998071206,177,0.4082788232408176,-0.1576186042741422,215.0,-0.5859854893844442,-0.3286806317919271,361.0,-0.1874899082728646,0.1401292365515109,195.0,0.6248658861387533,-0.3646048618581743,,,,,,
403.0,-0.5889962686131072,-0.0708535077275665,243.0,0.2065706459662574,0.3574880089285185,437.0,-0.3774245902788055,0.1751628669719856,433.0,-0.358240428218939,0.3824731678011248,150.0,0.6274051082181931,-0.5161234659429571,318.0,-0.3078276866074193,0.9699373436287522,180,0.0118371541819644,-0.1351885459159109,217.0,-0.7968295872391102,-0.4197599156245373,366.0,-0.2585324019838113,0.136641280647624,196.0,1.072054580907159,-0.3831749278379352,,,,,,
406.0,-0.553910910991344,-0.1116368718411207,245.0,0.4026052137038826,-0.0616601567012509,439.0,-0.3819282199098586,0.0867449545597824,440.0,-0.2241705177015912,0.3744575626786474,151.0,0.459933092578221,-0.6393993687332593,326.0,0.2222326739867552,0.564751066721078,181,0.014668561933408,-0.1296243900745639,238.0,-0.5472528307515119,-0.1510614532705084,386.0,-0.2496423959661385,0.2036617943335156,212.0,0.9873823597847287,0.014850028607954,,,,,,
409.0,-0.4461979626527862,0.1617071644908233,282.0,0.5294405624809035,0.0858227256852118,480.0,-0.5248494125605718,0.0462541481149274,455.0,0.140006135465477,0.2155739789867684,174.0,0.1418141022985965,-0.5155266028327938,327.0,-0.5400383627404113,0.5022952051894045,189,-0.1079256162192021,-0.1455858336881949,250.0,-0.574131672018371,-0.1963283990883133,387.0,-0.1565767012240071,0.2322943398036485,227.0,0.6805884472307318,-0.4953510767689552,,,,,,
411.0,-0.3965178991141161,0.0958232355364889,293.0,0.3043822584273327,0.0360313187516477,481.0,-0.4393423031462637,0.1366078568746857,471.0,-0.2209864258175125,0.5034419482988055,187.0,-0.0857002960544171,-0.3945954246018635,328.0,-0.0980395067593932,0.5823479820279946,190,-0.1092255803152119,-0.1566333224060295,251.0,-0.5728311097661114,-0.3397417600411152,397.0,-0.3712757008485092,0.0295173776601325,247.0,0.7133621741922354,-0.2299999851350487,,,,,,
415.0,-0.5000670853538209,0.0716623545773157,330.0,0.6317369258535659,0.6753252458263108,482.0,-0.4191766789910921,0.1951547517767279,473.0,-0.2704827346351886,0.2775015100448349,188.0,-0.1698240353875562,-0.6560625895953213,329.0,-0.1572548516364778,0.4414315016607152,191,-0.1036547581813718,-0.134381884074403,260.0,-0.8012130038180958,-0.4261887616415849,399.0,0.1980399884418203,0.1034799900377165,248.0,0.9289429376050591,0.0888175956435075,,,,,,
416.0,-0.6480964094027701,0.0375177896030412,345.0,0.6059090882281757,0.1501543230461194,483.0,-0.4229798757004586,0.1777860740820027,476.0,-0.2926497752519227,0.0093773449387785,192.0,0.0512819827221485,-0.6060274306387894,343.0,-0.3472682341378376,0.7536457360571074,211,-0.223093801824263,-0.1866640935360561,274.0,-0.5694160398722248,-0.0829167648270144,470.0,-0.5157109262799168,-0.0814608828088556,258.0,0.9036644464973492,-0.7552375692444878,,,,,,
417.0,-0.6698660015359845,-0.0743216368655881,347.0,0.2570361941004773,0.2156216375065215,484.0,-0.3823729470037665,0.2493012800967661,491.0,-0.1821948563798676,0.4429833007928588,193.0,0.1733561152836102,-0.8125012848687234,359.0,-0.39302404744851,0.8495863682939129,213,-0.1502768469486052,-0.106849150028356,285.0,-0.5391244291915929,-0.2172045199073651,503.0,-0.5212744517901142,-0.0752291843851278,262.0,1.2291048104097224,-0.0583407837779789,,,,,,
418.0,-0.6326688576747396,-0.111478251184838,350.0,0.6259722341802403,0.1775283211481352,485.0,-0.3537107327371496,0.34181449189501,517.0,-0.2855413129622951,0.2399591376978382,204.0,0.2256478096334591,-0.3050547142934797,362.0,-0.3313488210425529,0.7046201800987968,216,0.2670311745875307,-0.1948445029601766,290.0,-0.5488772132012925,-0.2941045455199668,553.0,-0.3153219775556976,0.2337128424420533,267.0,0.9251013549420197,0.1206446507721391,,,,,,
420.0,-0.3392312030462924,0.1533012208615281,351.0,0.636383010912578,0.2004080060597024,487.0,-0.4336695516347754,0.0340407081763319,518.0,-0.1357122382066146,0.4254426001071455,205.0,0.4160402335668423,-0.0540627006067534,371.0,0.0309741983093374,0.6672933353708697,224,-0.0960757398422777,-0.1449574250040682,320.0,-0.3204434894037501,-0.4532809573560306,556.0,-0.3993929758538581,-0.0448343462636373,291.0,0.743272930112204,-0.3084247151527381,,,,,,
421.0,-0.4541039337724474,0.0939883733242126,369.0,0.3280271194183286,0.2110542444052191,489.0,-0.1610236744882051,0.4696592959477163,527.0,-0.1734357147070197,0.3546792061662569,206.0,0.7326591573476517,-0.3487806241523249,374.0,-0.0388864511937278,0.6751077960668983,225,0.2326483631577818,-0.3898016372024381,334.0,-0.7764227573401374,-0.7418752397166966,557.0,-0.2640092514622171,0.1481927316476425,307.0,0.6627511457070181,-0.3093112885603791,,,,,,
423.0,-0.5937139156865472,-0.0356266152267355,375.0,0.6428004930058233,-0.0021286224259579,490.0,-0.2834904843515773,0.1934300324535145,528.0,-0.1260134677358699,0.3180642696961251,210.0,-0.1439325457076399,-0.5485285365333659,385.0,-0.4580806653744582,0.7986134149538259,232,0.2774012927893891,-0.1621060441381993,337.0,-0.6523106992207512,-0.5164208336764392,575.0,0.1234089601269485,-0.0435274170223183,313.0,0.9334588509633485,-0.6127950095617266,,,,,,
425.0,-0.5286206935650715,-0.0747284282083885,376.0,0.4029314101238357,-0.1046427998988753,492.0,-0.2278848279308993,0.4127298624168541,530.0,-0.2119755962570006,0.1720705798357669,226.0,0.2685454239110486,-0.4341233987861392,563.0,-0.2022016847036487,1.009021066796415,242,-0.1576037712163695,-0.1364018860138045,340.0,-1.118059198846585,-0.2775212165372777,577.0,-0.020075680892373,0.0478775504997017,331.0,0.9190314036076839,0.2359165132767619,,,,,,
429.0,-0.3904623100539802,0.2426259082514198,377.0,0.4931563188102046,-0.0137138484256236,493.0,-0.07916469367942,0.0393031852593924,532.0,-0.1728631703343204,0.3255524724391618,233.0,0.0432228614125029,-0.6310682732041536,565.0,-0.3738444728545566,0.7022661564800575,246,0.3328510521586148,-0.1602521536361693,342.0,-0.6189782510311927,-0.4011746833546087,,,,353.0,1.1681366321967421,-0.3462348200442411,,,,,,
430.0,-0.5178185889479203,-0.0257327924221838,395.0,0.6528070959379197,0.1499148871194377,494.0,-0.0431998225012813,0.128740222779373,533.0,-0.2191261047684309,0.233179009280116,244.0,0.1845647746222434,-0.4496332163138111,566.0,-0.2888846589974426,1.019369114968192,266,0.2340768434513534,-0.1871863140074717,348.0,-0.327699205539086,-0.5153300021728088,,,,354.0,1.153068937093312,-0.5836361990699017,,,,,,
431.0,-0.5892689923691614,0.0080526567872831,401.0,0.6657667647019067,-0.108970464830946,501.0,-0.5603430009850308,0.1014147151445047,535.0,-0.4009137372125993,0.0009290180476948,256.0,0.140685466067057,-0.5956769881689612,582.0,0.2491214382927313,0.821513683969981,270,-0.1441385526228466,-0.2083740316459518,388.0,-0.6443145822523009,-0.274028786063823,,,,355.0,1.134589524266926,-0.5738542607130254,,,,,,
438.0,-0.4141696034541894,0.1225919528259591,449.0,0.1896183503547927,0.2313061207573948,505.0,-0.0611846756764045,0.0338596675474263,542.0,-0.3175382928955139,0.3878112098696439,257.0,0.6443572307430822,-0.3640043241599419,583.0,0.1446774161511822,0.7927666558872942,271,-0.0967583857577326,-0.2324771912503923,404.0,-0.7292800551770469,-0.3095904823379078,,,,372.0,0.8182758968236739,-0.2654049033062398,,,,,,
441.0,-0.5234535704080485,-0.1258570047962384,451.0,0.1453258034010592,0.1429484400494102,519.0,-0.4211596110615934,0.051714919699652,543.0,-0.3659080442401447,0.1485247990152218,276.0,-0.1144007844181647,-0.3711138981204778,,,,272,0.0019353395233183,-0.2178272845844028,502.0,-0.7449744525420325,-0.2898434679368959,,,,379.0,0.6964658003479138,-0.4557232546193926,,,,,,
442.0,-0.4563682747634349,-0.1666118265296589,461.0,0.0936564744790775,0.119824741209521,525.0,-0.4069193543954595,0.2264733239382363,569.0,-0.1707822925873378,0.4990174605036897,279.0,0.1886137406004929,-0.0708601666685348,,,,273,0.1542578161192717,-0.3194744059539655,506.0,-0.4316543606217044,-0.5332367703416199,,,,380.0,0.6827331858624135,-0.3912709325236587,,,,,,
443.0,-0.5115355897674612,-0.1474346772566026,465.0,0.3794954576312863,-0.0121297747258788,540.0,-0.262552764943202,0.4146099090835308,570.0,-0.030999738660478,0.6351510885995869,283.0,0.333513467853668,-0.262429397400765,,,,289,0.2333505482702105,-0.3543699134487404,507.0,-0.2997035284353273,-0.3945087853733366,,,,381.0,1.2672565559275106,-0.3006578553917013,,,,,,
468.0,-0.503040913201817,0.0733619162516781,466.0,0.6071919352737658,0.2377968955841918,541.0,-0.3730771130814695,0.1969066068617475,571.0,-0.1353318068551766,0.3759002203326122,284.0,0.3060016408459222,-0.2942769559310097,,,,297,0.1941280651481903,-0.176869549157692,547.0,-0.7885367093541429,-0.4388128821811306,,,,382.0,1.2772110110201726,-0.2898008921870702,,,,,,
469.0,-0.5463758484239543,0.1096846888886778,467.0,0.4771622531354067,0.011877135211902,545.0,0.0236235641176918,0.1915700842086994,572.0,-0.3243182109278644,0.0683723021927337,335.0,0.0584255641606923,-0.4941638938916815,,,,303,-0.1034391208008858,-0.1698240107162051,548.0,-0.7013633924509188,-0.3881599881897022,,,,383.0,1.151981916822986,-0.0439787250608513,,,,,,
472.0,-0.4517897661435584,0.0234592625067819,496.0,0.2987087350615586,0.4688127858461124,568.0,-0.5576924626847476,0.1048001883727672,573.0,-0.0613713507150879,0.4161705839405187,346.0,0.0905978097111576,-0.3772992200137628,,,,304,-0.0408316644976769,0.0947486130180217,555.0,-0.4298673716946573,-0.2087774801676523,,,,396.0,1.5908134880709643,0.1761012511036621,,,,,,
474.0,-0.3838082222004444,-0.0404571575617487,498.0,0.0909930582830316,0.1137436733795717,,,,,,,378.0,0.6889516490015783,-0.7175243107545077,,,,306,-0.1434888467089158,0.0082257431175134,558.0,-0.6166004587430248,-0.5389213330542362,,,,402.0,0.8191538649700915,-0.4083898240357726,,,,,,
475.0,-0.5090123253531598,-0.2909533936175636,499.0,0.1145217061020977,0.1830195943908204,,,,,,,384.0,0.351140752677721,-0.8740242479229479,,,,312,0.3048527197391581,-0.0486386186902697,559.0,-0.5043971221047251,-0.2343408189781573,,,,,,,,,,,,
478.0,-0.4380475086389962,0.1050233540784949,536.0,0.246287154399793,0.406964740095748,,,,,,,574.0,-0.1757842740455859,-0.5663468829706804,,,,316,0.1897825417485144,-0.3230613439706981,560.0,-0.738730315601311,-0.6096913148423995,,,,,,,,,,,,
479.0,-0.5774170711816033,-0.0328455916552113,537.0,0.1850494482472899,0.1134898228335682,,,,,,,578.0,0.0105910656285667,-0.3678910537085914,,,,344,0.139850240748825,0.0389438138943035,564.0,-0.5863095942605185,-0.4754909740603646,,,,,,,,,,,,
486.0,-0.3411118895591123,0.096484886700726,538.0,0.5649653153063338,0.1806473998346685,,,,,,,579.0,-0.0621349590321734,-0.5281875608956483,,,,352,0.3488890817476867,-0.2876339306889522,,,,,,,,,,,,,,,
488.0,-0.4906866448161724,-0.0747959499505739,544.0,0.1139749625885106,0.3047840034990459,,,,,,,580.0,-0.0148393166160932,-0.4010840857383199,,,,370,0.0420989675640059,0.0314672212050329,,,,,,,,,,,,,,,
500.0,-0.7497857300151364,-0.1786693576994663,546.0,0.4455131699602021,0.1706776003220378,,,,,,,581.0,-0.026356030111303,-0.4949861455199547,,,,389,0.1410275732096722,0.1440034472763755,,,,,,,,,,,,,,,
504.0,-0.230996050196562,-0.1519752715381801,549.0,0.1175266181404763,0.170485931844848,,,,,,,,,,,,,390,0.13287966382424,-0.1481854224619652,,,,,,,,,,,,,,,
512.0,-0.5264218825594102,-0.0869468189398089,550.0,0.1264725158750336,0.2510120736678532,,,,,,,,,,,,,392,-0.1929221106632938,-0.2050650757599957,,,,,,,,,,,,,,,
513.0,-0.3433962064282774,0.0942960156474222,551.0,0.5721339564317603,0.1892955731236172,,,,,,,,,,,,,393,0.5333035864500071,-0.2106472337882201,,,,,,,,,,,,,,,
514.0,-0.4313421670640245,-0.0579734290882585,552.0,0.648874252922279,0.4359116556062043,,,,,,,,,,,,,405,-0.067341172678628,0.0103878307468597,,,,,,,,,,,,,,,
515.0,-0.3937896280427621,0.0581647207128098,554.0,0.5272358605970161,0.1819774478489328,,,,,,,,,,,,,444,-0.028672866022266,-0.1488146663917733,,,,,,,,,,,,,,,
516.0,-0.3593641791466877,0.1302258241548536,576.0,0.1351072270892181,0.1799529086631971,,,,,,,,,,,,,445,0.0467159122475331,0.1135334202042766,,,,,,,,,,,,,,,
520.0,-0.4865678131560925,-0.0725723907917907,584.0,0.6669137125222147,0.3746880842275727,,,,,,,,,,,,,446,0.0124138313506421,0.0920035945996537,,,,,,,,,,,,,,,
521.0,-0.4127885053238048,-0.1406300102398505,,,,,,,,,,,,,,,,447,-0.1207642272271593,-0.0814476545796777,,,,,,,,,,,,,,,
524.0,-0.6154625888523306,-0.0448975597976225,,,,,,,,,,,,,,,,448,-0.1029290531266988,-0.0022193040246834,,,,,,,,,,,,,,,
526.0,-0.3872654828387704,0.0606129540583074,,,,,,,,,,,,,,,,450,0.0745813553346627,0.1424712603932874,,,,,,,,,,,,,,,
529.0,-0.4354413391352909,-0.1512634892048249,,,,,,,,,,,,,,,,452,-0.0609573649755317,-0.0759764385362798,,,,,,,,,,,,,,,
531.0,-0.5798399609868845,-0.1120154552867305,,,,,,,,,,,,,,,,453,-0.1715741956282182,-0.2135823971518585,,,,,,,,,,,,,,,
534.0,-0.412314271402482,-0.0210949652905579,,,,,,,,,,,,,,,,454,-0.010742335666122,-0.0506603779003292,,,,,,,,,,,,,,,
539.0,-0.493865867578735,0.1100476686945153,,,,,,,,,,,,,,,,456,0.012827622709458,0.0816266818543133,,,,,,,,,,,,,,,
