PC1,PC2,PC3,PC4,PC5,PC6
-0.6036922614453484,-0.5447415052210424,-0.36203220992121665,0.10395142906735486,-0.05223010233155074,0.062264951357034894
-0.07853773023317237,-0.2853653711080347,-0.26906045077502316,-0.10499058429593353,0.11034920989112593,0.2669404837005111
-0.8597519710584571,-0.781573860292818,0.11972945228300377,0.5069744307901995,0.24287564677957993,0.21268645024092925
-0.773381610926671,-0.7232147897285648,-0.2551845209906479,0.34582472846672174,0.00031612522333274135,0.04780071267189583
-1.0333822148099872,-0.7041944500618167,0.5167150156031697,-0.24432609531337424,0.6968480655345027,0.10389293595665983
-0.04176589245440529,1.0726294695677239,-0.4277959319483939,0.047019333342617445,0.026274914628993687,0.1062298685240634
-0.7204642339407358,-0.47952511826789257,-0.4468710446730438,0.16258699224034762,0.03085044003192741,-0.06936419997311602
-0.16143380959830883,0.4807443538381871,0.1814084339459617,-0.07941880152982148,0.084023945869813,-0.2469443766100574
-0.4760780284989061,-0.3006249401703776,-0.33509475920461285,-0.0699976381251693,0.09126431555423838,-0.014414413110479994
-0.31752095275041514,-0.04242843370462088,-0.48155517232942413,-0.23581688199517065,0.11147496231974946,0.019673632314142025
-0.19377892668079783,-0.8653068185802053,0.07518217243166889,0.3109633530438322,0.061571461004025045,0.24308530915226131
-0.5852932664239411,-0.971447141476266,-0.045654304942060686,-0.4150295661371053,0.859713129612586,-0.05323151650584783
-0.09995685863940625,-0.2934950603651212,0.16283635921914008,0.13632679449749688,-0.24960187005979093,0.08333482479718517
-0.26761265599446715,-0.5367543948750024,0.3094294716443443,-0.5852901121568951,0.6653125984662878,0.0925346125568195
-0.3190062471694989,-0.8114278648367907,-0.00016069765911630451,0.37973439889869426,0.1452612812753133,0.10499113688501172
-0.20057020592023078,-0.42913699043055364,-0.4782859716279364,-0.009261229980741026,-0.044225974686941616,-0.03896847506949652
-0.06917106612950621,-0.642416451971485,0.11863723922318316,0.15256108411412095,0.2024264054826086,0.1418408692698046
-0.4540315459042382,-0.6764920761454587,-0.4411658693355429,0.29152156340829405,-0.03985905383416976,-0.14424013551820286
0.23357160932176138,0.27973341829738846,-0.026768388387744833,-0.26879482133479,-0.08363871947103155,0.1114547242548353
0.18687179630010217,0.22246812284905096,0.1683646858848495,-0.0824362145608556,-0.033176163075722874,-0.26142696153728917
0.24255548997842633,0.2865619331225782,-0.03337065570266831,-0.27603773144019017,-0.0842135976969124,0.11332716823435145
0.11108854661396199,-0.00419551866149144,0.11999849438195695,-0.10533664706575667,-0.11895754086987705,0.04561550510760169
-0.09558747044114223,-0.39569766213356183,-0.38716208474577324,-0.02703033498573974,0.06151443310771536,-0.0674717965266715
