canonicalsmiles
CC(=O)c1ccc2[nH]c(=O)[nH]c2c1
Cc1cc2[nH]c(=O)[nH]c2cc1C
CC1Nc2ccccc2NC1=O
C[C@@H]1Nc2ccccc2NC1=O
Cc1ccc2c(c1)NCCN2
c1ccc2c(c1)NCCCN2
Cc1cccc2[nH]c(=O)[nH]c12
COC(=O)c1ccc2[nH]c(=O)[nH]c2c1
CC(=O)Nc1cccc2c1NCCC2
Fc1cc2[nH]c(=S)[nH]c2cc1F
O=c1[nH]c2cccc(O)c2[nH]c1=O
C[C@H]1CC(=O)Nc2ccccc2N1
CC(=O)Nc1cccc2cc[nH]c12
O=C1CNc2ccc(F)cc2N1
O=C1CNc2cccc(F)c2N1
CC1CNc2ccccc2NC1
O=c1[nH]c2cccc(Cl)c2[nH]c1=O
O=c1[nH]c2cc(O)c(O)cc2[nH]c1=O
CC1(C)CC(=O)Nc2ccccc2N1
Cc1ccc2[nH]c(=O)c(=O)[nH]c2c1C
O=c1[nH]c2ccccc2[nH]c1=S
O=C1CNc2cc(F)ccc2N1
O=c1[nH]c2cccc(O)c2[nH]1
Cc1cccc2c1NCCN2
CC(C)C1Nc2ccccc2NC1=O
CC[C@@H]1CC(=O)Nc2ccccc2N1
c1ccc2c(c1)CNc1ccccc1N2
CC1CC(=S)Nc2ccccc2N1
O=C(O)C1Nc2ccccc2NC1=O
O=C1CNc2ccc(C(=O)O)cc2N1
O=C1CNc2cc(C(=O)O)ccc2N1
O=C(O)Cc1ccc2[nH]c(=O)[nH]c2c1
CC1CC(C)(C)Nc2ccccc2N1
CC1CC(C=O)Nc2ccccc2N1
Cc1cc2c(cc1C)NC(=O)CCN2
O=C([O-])CCc1[nH]c2ccccc2[nH+]1
c1cc2c(c3c1CCCN3)NCCC2
O=c1[nH]c2cc(F)c(Cl)cc2[nH]1
CC1(C(F)F)Nc2ccccc2N1
O=C1CCNc2ccc(F)cc2N1
S=C1CCNc2ccccc2N1
COc1ccc2c(c1)NC(=O)CN2
COc1ccc2c(c1)NCC(=O)N2
O=C(O)c1cccc2[nH]c(=O)[nH]c12
CC1CC(C)Nc2ccccc2N1
Cc1cccc2[nH]c(=O)c(=O)[nH]c12
S=c1[nH]c2ccccc2[nH]1.[Na+]
Clc1ccc2c(c1)NCCN2
O=c1[nH]c2cccc(Cl)c2[nH]1
CC1CNc2cc(F)ccc2N1
O=C1CNc2c(F)cccc2N1
O=c1[nH]c2cc(O)c(O)cc2[nH]1
CCNc1ccccc1NCC
COc1ccc2c(c1)NCCN2
Cc1cc2c(cc1C)NCCN2
c1ccc2c(c1)NCCCCN2
CC1(C)CNc2ccccc2N1
Cc1ccc2[nH]c(=O)[nH]c2c1C
O=Cc1ccc2[nH]c(=O)[nH]c2c1
O=Cc1cccc2[nH]c(=O)[nH]c12
[Cl-].c1ccc2[nH+]c[nH]c2c1
O=c1[nH]c2ccc(F)cc2[nH]1
CC1CNc2ccccc2N1
FNc1ccccc1NF
c1ccc2c(c1)NCN2
c1ccc2[nH+]c[nH]c2c1
O=C1C[C@@H](CO)Nc2ccccc2N1
CC1=CC(C)(C)Nc2ccccc2N1
S=c1[nH]c2cccc(Cl)c2[nH]1
O=c1[nH]c2ccc3ccccc3c2[nH]1
C[C@H]1Nc2ccccc2NC1=O
SC1Nc2ccccc2N1
O=c1[nH]c2ccc(O)cc2[nH]1
OC1Nc2ccccc2N1
COc1ccc(OC)c2[nH]c(=O)[nH]c12
CC(C)Nc1ccccc1NC(C)C
FC(F)(F)c1[nH]c2ccccc2[nH+]1
C[C@@H]1C[C@H](C)Nc2ccccc2N1
CCC1Nc2ccccc2NC1=O
CNc1cccc2ccc(=O)[nH]c12
Fc1ccc2[nH]c(=S)[nH]c2c1
Fc1cccc2[nH]c(=S)[nH]c12
Cc1cccc2c1NC(=O)CN2
O=CNc1ccc(Cl)cc1NC=O
c1ccc(C2Nc3ccccc3N2)cc1
Cc1ccc(F)c2[nH]c(=O)c(=O)[nH]c12
CCCNc1ccccc1NCCC
COc1ccc2c(c1)NCCC(=O)N2
COc1cccc2[nH]c(=O)c(=O)[nH]c12
CCC1CNc2cc(C)c(C)cc2N1
Cc1ccc2c(c1)NC(C)CC(=O)N2
c1ccc2c3c(ccc2c1)NCCN3
Cc1ccc2c(c1)NS(=O)(=O)N2
C[C@H]1CNc2cc(Cl)ccc2N1
CNc1cccc2cc[nH]c12.Cl
COc1cccc2[nH]c(=S)[nH]c12
CC1Nc2ccc(F)cc2NC1C
O=c1[nH]c2cccc(F)c2[nH]c1=O
COc1cccc2c1NC(=O)CN2
O=c1[nH]c2ccc(O)cc2[nH]c1=O
O=C1NC(=O)Nc2ccccc2N1
c1ccc2c3c(ccc2c1)NCN3
Oc1cccc2[nH]c(=S)[nH]c12
CC1(CF)Nc2ccccc2N1
S=C1NNc2ccccc2N1
CNc1ccccc1NC(C)=O
O=CNc1ccccc1NC=O
O=C1CNc2cc(O)ccc2N1
Cc1ccc2c(c1)NCC(=O)N2
CC1=C(C)Nc2ccccc2N1
c1cc2ccc3cc[nH]c3c2[nH]1
[2H]c1c([2H])c([2H])c2[nH]c(=S)[nH]c2c1[2H]
CNc1ccc(C)cc1NC
C[C@@H]1CNc2ccccc2N1
C[C@H]1CNc2ccccc2N1
O=CC1Nc2ccccc2N1
C1=CNc2ccccc2NC1
c1ccc2c(c1)NSN2
CNc1ccccc1NC
C1=CNc2ccccc2N1
CB1Nc2ccccc2N1
c1ccc2c(c1)NNN2
[B]1Nc2ccccc2N1
[Br-].c1ccc2[nH+]c[nH]c2c1
COC(=O)c1ccc2c(c1)NCCN2
CC(=O)Nc1cccc2oc(=O)[nH]c12
CC(C)C[C@H]1CNc2ccccc2N1
CC(C)CC1CNc2ccccc2N1
CCc1ccc2[nH]c(=O)c(=O)[nH]c2c1
C1=CC2Nc3ccccc3NC2C=C1
O=C([O-])O.c1ccc2[nH+]c[nH]c2c1
ClNc1ccccc1NCl
Cc1cc2c(cc1C)NC(C)CN2
CNc1ccccc1NC.Cl
O=c1[nH]c2ccc(O)c(O)c2[nH]1
CCC1CNc2ccccc2N1
Cc1ccc2c(c1)NC(C)CN2
CC[C@@H]1CNc2ccccc2N1
[OH-].c1ccc2[nH+]c[nH]c2c1
Cc1cccc2c1NCN2
Cc1ccc2c(c1)N[C@@H](C)C(=O)N2
Cc1ccc2c(c1)N[C@H](C)C(=O)N2
Cc1ccc(C)c2c1NCCN2
Cc1cccc2c1NC[C@H](C)N2
COc1cc2[nH]c(=S)[nH]c2cc1F
O=C(O)c1cccc2[nH]c(=S)[nH]c12
O=C1Nc2ccccc2NC(=O)C1F
Fc1cc(F)c2[nH]c(=S)[nH]c2c1
Cc1cc2[nH]c(=S)[nH]c2cc1F
Cc1cc2c(cc1F)NC(=O)CN2
CC1Nc2cc(F)ccc2NC1=O
CC1Nc2ccc(F)cc2NC1=O
O=c1[nH]c2cc(F)c(F)cc2[nH]1
Oc1ccc2[nH]c(=S)[nH]c2c1
CCNc1ccccc1NF
FCC1Nc2ccccc2N1
FC1Nc2ccccc2N1
O=c1[nH]c2cccc(CC(F)F)c2[nH]1
O=c1[nH]c2ccc(CC(F)F)cc2[nH]1
CC1(C)Nc2cc(F)ccc2NC1=O
Cc1cc(F)cc2[nH]c(=O)c(=O)[nH]c12
O=c1[nH]c2ccc(CCF)cc2[nH]1
O=c1[nH]c2cccc(CCF)c2[nH]1
O=C1CCNc2c(F)cccc2N1
O=c1[nH]c2cc(F)cc(F)c2[nH]1
O=c1[nH]c2cccc(CF)c2[nH]1
O=c1[nH]c2cccc(F)c2[nH]1
FCOc1ccc2[nH]c(=S)[nH]c2c1
CC[C@@H]1Nc2cc(F)ccc2NC1=O
CC1(C)Nc2ccc(F)cc2NC1=O
Fc1ccc2[nH]c(=S)[nH]c2c1F
O=C1CNc2cc(F)c(F)cc2N1
CNc1cccc2cc[nH]c12
FC(F)(F)C1Nc2ccccc2N1
O=CNc1cc(F)cc2c1NC(=O)C2
Cc1cc2[nH]c(=O)c(=O)[nH]c2cc1F
[CH2-][NH+]1C(=O)Nc2cc(F)ccc21
COCc1ccc2[nH]c(=O)[nH]c2c1F
CC(=O)Nc1ccc(F)c2cc[nH]c12
CC[C@H]1Nc2ccc(F)cc2NC1=O
CC[C@@H]1Nc2ccc(F)cc2NC1=O
CC[C@H]1Nc2cc(F)ccc2NC1=O
CNc1cccc(F)c1NC(=O)O
CNc1cc(F)ccc1NC(C)C
C[C@@H]1Nc2cc(F)ccc2NC1=O
Fc1cc2c(cc1F)NSN2
Cc1c(F)ccc2[nH]c(=O)[nH]c12
Fc1ccc2c(c1)NSN2
CNc1cc(F)cc(F)c1NC
CNc1c(F)ccc(F)c1NC
CNc1ccc(F)c(F)c1NC
CNc1cc(F)c(F)cc1NC
CC1(C)Nc2ccc(F)cc2N1
O=c1[nH]c2ccc(CF)cc2[nH]1
CNc1ccc(F)cc1NC
CNc1cccc(F)c1NC
Fc1cccc2c1NC(=S)CCN2
COc1cc2c(cc1F)NC(=O)CN2
COc1c(C)cc2[nH]c(=O)[nH]c2c1F
O=C(O)c1cc(F)cc2[nH]c(=O)[nH]c12
CCC1Nc2ccc(F)cc2NC1=O
CC1CNc2ccc(F)cc2NC1=O
CC1CNc2cc(F)c(F)cc2N1
O=C1CCNc2cccc(F)c2N1
O=c1[nH]c2ccc(F)c(F)c2[nH]1
Fc1ccc2c(c1)NCCCN2
CC1CNc2ccc(F)cc2N1
Fc1ccc2c(c1)NCCN2
Fc1cccc2c1NCCN2
C[C@@H]1COc2c(F)ccc(NO)c2N1
CC(C)c1cc2[nH]c(=O)[nH]c2cc1F
C=C(C)c1cc2[nH]c(=O)[nH]c2cc1F
CNc1c(F)cc(F)c(F)c1NC
CNc1cc(F)c(F)c(F)c1NC
ONc1ccc(F)c2c1NCCO2
FCC1(CF)Nc2ccccc2N1
Cc1cc2[nH]c(=O)[nH]c2cc1F
Cc1c(F)cc2[nH][nH]c2c1F
Cc1cc2[nH][nH]c2cc1F
COc1cc2c(cc1F)NCC(=O)N2
O=C(O)c1cc2[nH]c(=O)[nH]c2cc1F
Cc1cc(F)c2c(c1)NCCC(=O)N2
Fc1cccc2c1NCN2
C=CC(=O)Nc1ccc(F)cc1NC
C=CC(=O)Nc1c(F)cccc1NC
CNc1cc(F)c(OC)cc1NC
Fc1cc2c(cc1F)NNN2
Fc1cccc2c1NNN2
CC1COc2c(F)ccc(NO)c2N1
CNc1c(F)cccc1NC(C)C
C=C1Nc2cc(F)ccc2NC1O
C=C1Nc2cc(F)ccc2NC1=O
C=C1Nc2ccc(F)cc2NC1=C
FC(F)C1Nc2ccccc2N1
CC(C)c1cc(F)c2[nH]c(=O)[nH]c2c1
CC(C)c1cc(F)cc2[nH]c(=O)[nH]c12
O=c1[nH]c2cc(S)cc(F)c2[nH]1
CNNc1cc(C)c(F)cc1NC
CNc1ccc(F)cc1NC(C)C
Cc1ccc(F)c2[nH]c(=S)[nH]c12
CCc1cc(F)c2[nH]c(=O)[nH]c2c1
CCc1cc(F)cc2[nH]c(=O)[nH]c12
Cc1ccc(F)c2[nH]c(=O)[nH]c12
Cc1cc(F)c2[nH]c(=O)[nH]c2c1
Cc1cc(F)cc2[nH]c(=O)[nH]c12
CSc1cc(F)c2[nH]c(=O)[nH]c2c1
CNc1cc(F)c(F)cc1NC1CC1
CCCNc1ccc(F)cc1NC
CCNc1cc(F)ccc1NC
Cc1cc2c(cc1F)NC(C)N2
FCOc1cccc2[nH]c(=S)[nH]c12
Fc1ccc2c(c1)NC=CN2
CCCNc1cccc(F)c1NC=O
Fc1cc2c(c(F)c1F)NCN2
CNc1cc(F)c(C(=O)O)cc1N[O-]
C[C@H]1COc2c(F)ccc(N[O-])c2N1
C[C@@H]1COc2c(F)ccc(N[O-])c2N1
CC1Nc2cc(F)c(F)cc2N1
CCNc1cccc(F)c1NC
CNc1cc(F)ccc1NC=O
ONc1ccc(F)cc1NO
CCNc1cc(F)cc(C)c1NCC
CNc1ccccc1NF
CC1Nc2cc(F)c(Cl)cc2N1
CC(C)c1cc2c(cc1F)NCN2
CC1(C=O)Nc2cccc(F)c2N1
CC1(C=O)Nc2ccc(F)cc2N1
Cc1cc2c(cc1F)NCN2
CNc1ccc(F)cc1NCCOC
CNc1ccc(F)cc1NCC(C)C
O=S1(=O)Nc2cccc(F)c2N1
CNc1cc(F)cc(F)c1NC=O
CC1Nc2cc(F)cc(F)c2N1
Fc1ccc2[nH][nH]c2c1F
CC(C)C1Nc2cc(F)cc(F)c2N1
CNc1ccc(C(=O)OC)cc1NF
Cc1ccc2c(c1)NC(F)(F)N2
Cc1ccc(F)c2c1NCC(C)(C)N2
CNc1cc(F)cc(C=O)c1[NH+]([O-])[O-]
O=C1Nc2ccccc2NC1C(F)F
FC(F)(F)c1ccc2[nH+]c[nH]c2c1
Cc1cc(F)c2[nH]c(=O)c(=O)[nH]c2c1
CNc1ccc(C=O)cc1NF
CNc1cc(F)cc2c(CO)c[nH]c12
CC(=O)Nc1cc(F)cc2cc[nH]c12
FC(F)(F)c1ccc2c(c1)NCN2
O=CNc1cc(F)cc2cc[nH]c12
CNc1cc(C(=O)O)cc(F)c1NC
CNc1c(NO)cccc1C(F)F
CNc1cc(F)ccc1NC(=O)O
CC1Nc2c(F)ccc(F)c2N1
CC1Nc2cccc(F)c2N1
Cc1c(F)cc(F)c2[nH]c(=O)[nH]c12
Cc1cc2c(cc1C)NS(=O)(=O)N2
O=c1[nH]c2cc3c(cc2[nH]1)OCCO3
Cc1ccc2[nH]c(=S)[nH]c2c1C
CCCCB1Nc2ccccc2N1
O=S(=O)([O-])c1[nH]c2ccccc2[nH+]1
CC(=O)Nc1cccc2c1NSN2
CC1CC(=O)Nc2ccc(O)cc2N1
CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
Cc1cccc2c1NC(C)CC(=O)N2
CC(=O)c1cc2[nH]c(=O)[nH]c2cc1C
C=CCNc1ccccc1NCC=C
Cc1cccc2c1NS(=O)(=O)N2
C1=CNc2ccccc2[NH+]=C1.[Cl-]
Cc1cc(C)c2[nH]c(=S)[nH]c2c1
CC1Nc2ccccc2NC1(C)C
O=C([O-])Cc1[nH]c2ccccc2[nH+]1
CC(=O)c1cccc2[nH]c(=O)[nH]c12
CC1CCNc2ccccc2N1
C[C@H]1CCNc2ccccc2N1
O=CC1=CNc2ccccc2N1
[Cl-].c1ccc2[nH+]c[nH]c2c1
Cc1[nH]c2ccccc2[nH+]1
Cc1ccc2[nH+]c[nH]c2c1
O=C1C=CC=CC12Nc1ccccc1N2
CC1Nc2ccc(Cl)cc2NC1C
ONc1cc2c(cc1NO)CCCC2
COc1ccc(NC=O)c(NC=O)c1
O=c1[nH]c2c(O)ccc(O)c2[nH]c1=O
O=CCc1cccc2[nH]c(=S)[nH]c12
Cc1cc(NC=O)c(NC=O)cc1C
CCCCC1CNc2ccccc2N1
CC(C)(C)[C@@H]1CNc2ccccc2N1
O=C1CCC(=O)Nc2ccccc2N1
CCc1cccc2[nH]c(=O)c(=O)[nH]c12
c1ccc2c(c1)N[C@H]1CCCC[C@@H]1N2
c1ccc2c(c1)Nc1cscc1N2
Clc1cccc2c1NCCCN2
O=C(S)C1Nc2ccccc2N1
Cc1ccc(NC=O)c(NC=O)c1
O.[Cl-].c1ccc2[nH+]c[nH]c2c1
c1ccc2c3c(ccc2c1)NON3
ONc1cccc(NO)c1NO
c1ccc2c(c1)NCSCN2
OC1CNc2ccccc2NC1
C=CC1CNc2ccccc2N1
[2H]c1cccc2[nH]c(=S)[nH]c12
O=C1CNc2c1ccc1c2N1
C=CB1Nc2ccccc2N1
c1ccc2c(c1)N[PH2+]N2
c1ccc2c(c1)NPN2
[2H]C1Nc2ccccc2NC1[2H]
c1cc2[nH][nH]c2c2[nH][nH]c12
CONc1ccc(C=O)cc1NOC
Cc1ccc(O)c2[nH]c(=O)c(=O)[nH]c12
Cc1ccc(C)c2[nH]c(=O)c(=O)[nH]c12
O=C1CNc2ccc3[nH]ccc3c2N1
C=C(C)C1CNc2ccccc2N1
C1=C[C@H]2Nc3ccccc3N[C@H]2O1
c1cc2c3c(ccc2[nH]1)NCCN3
C1=CC2Nc3ccccc3NC2N1
ClP1Nc2ccccc2N1
[2H]CCNc1ccccc1NCC[2H]
c1ccc2c(c1)NCNCN2
[Mg+2].[NH-]c1ccccc1[NH-]
CONc1cccc2sc(=O)[nH]c12
COc1ccc(OC)c2c1NCCN2
CNc1cccc2sc(=O)[nH]c12
[Si]Nc1ccccc1N[Si]
c1cc[nH]c2ccccc2[nH]c1
O=c1c[nH+]c2ccccc2[nH]1
CC1Nc2cc(F)c(F)cc2NC1=O
O=c1[nH]c2ccc3c(c2[nH]1)CNCC3
Fc1cc2c(cc1F)NCCCN2
CCC1Nc2cc(F)ccc2NC1=O
O=C1CC(=O)Nc2cc(F)ccc2N1
CC1(C)CNc2ccc(F)c(F)c2N1
CCC1CNc2ccc(F)c(F)c2N1
CC1CCNc2ccc(F)c(F)c2N1
CC1CNc2ccc(F)c(F)c2NC1
O=C1CCNc2c(ccc(F)c2F)N1
CC1Nc2c(ccc(F)c2F)NC1=O
COc1cc2c(cc1F)NCCCN2
COc1cc2c(cc1F)NCC(C)N2
COCC1CNc2ccc(F)cc2N1
COCC1CNc2cc(F)ccc2N1
COCC1CNc2c(F)cccc2N1
Fc1ccc2c(c1F)NC1(CC1)CN2
CC1(C)CCNc2cc(F)ccc2N1
CC(C)C1CNc2cc(F)ccc2N1
CCC1(C)CNc2c(F)cccc2N1
CCCC1CNc2cc(F)ccc2N1
CCC1(C)CNc2ccc(F)cc2N1
CCC1CNc2ccc(F)cc2NC1
CC1(C)CCNc2c(F)cccc2N1
CC1(C)CCNc2ccc(F)cc2N1
CC(C)C1CNc2c(F)cccc2N1
CCCC1CNc2c(F)cccc2N1
CC(C)C1CNc2ccc(F)cc2N1
CCCC1CNc2ccc(F)cc2N1
CCC1CNc2cccc(F)c2NC1
CCC1(C)CNc2cc(F)ccc2N1
CC1CC(=O)Nc2c(F)cccc2N1
CC1CC(=O)Nc2ccc(F)cc2N1
CC1CNc2cccc(F)c2NC1=O
CC1CC(=O)Nc2cc(F)ccc2N1
CC1CNc2cc(F)ccc2NC1=O
CCC1Nc2cccc(F)c2NC1=O
CC1(C)Nc2cccc(F)c2NC1=O
Fc1ccc2c(c1)NCC(C1CC1)N2
Fc1cccc2c1NCC(C1CC1)N2
Fc1ccc2c(c1)NC(C1CC1)CN2
Fc1cc2c(cc1Cl)NCCN2
Fc1ccc2c(c1F)NCCCN2
CC1CNc2ccc(F)c(F)c2N1
O=C1CNc2c(ccc(F)c2F)N1
COc1cc2c(cc1F)NCCN2
CC1CCNc2c(F)cccc2N1
CC1CCNc2ccc(F)cc2N1
CC1CNc2cccc(F)c2NC1
CC1(C)CNc2cc(F)ccc2N1
CCC1CNc2cc(F)ccc2N1
CC1CCNc2cc(F)ccc2N1
CC1(C)CNc2c(F)cccc2N1
CC1(C)CNc2ccc(F)cc2N1
CCC1CNc2c(F)cccc2N1
CCC1CNc2ccc(F)cc2N1
CC1CNc2ccc(F)cc2NC1
O=C1CCNc2cc(F)ccc2N1
CC1Nc2cccc(F)c2NC1=O
Fc1ccc2c(c1)NCC1(CC1)N2
Fc1cccc2c1NCC1(CC1)N2
Fc1ccc2c(c1)NC1(CC1)CN2
Fc1ccc2c(c1F)NCCN2
Fc1cccc2c1NCCCN2
CC1CNc2c(F)cccc2N1
CC1(C)CNc2cc(F)c(F)cc2N1
CCC1CNc2cc(F)c(F)cc2N1
O=c1[nH]c2cc(F)cc(F)c2[nH]c1=O
CCC1CCNc2ccc(F)cc2N1
CCC1CCNc2cc(F)ccc2N1
CCC1CCNc2c(F)cccc2N1
Fc1ccc2c(c1)NC1(CCC1)CN2
Fc1ccc2c(c1)NCC1(CCC1)N2
Fc1cccc2c1NCC1(CCC1)N2
Fc1cc2c(cc1F)NCCN2
CC1CCNc2cc(F)c(F)cc2N1
C[C@@H]1Nc2cc(F)c(F)cc2NC1=O
O=C1CCNc2cc(F)c(F)cc2N1
C[C@@H]1Nc2c(ccc(F)c2F)NC1=O
CC1Nc2cc(F)cc(F)c2NC1=O
CC1Nc2c(F)cc(F)cc2NC1=O
O=C1CCNc2cc(F)cc(F)c2N1
O=C1CCNc2c(F)cc(F)cc2N1
Cc1cc2c(cc1F)NC(C)CCN2
Cc1cc2c(cc1F)NCCC(=O)N2
Cc1cc2c(cc1F)NC(C)C(=O)N2
CC1CC(=O)Nc2cccc(F)c2N1
CC1CNc2c(F)cccc2NC1=O
CC1(C)Nc2c(F)cccc2NC1=O
CCC1Nc2c(F)cccc2NC1=O
O=C1CNc2cc(F)cc(F)c2N1
O=C1CNc2c(F)cc(F)cc2N1
Cc1cc2c(cc1F)NCCCN2
CC1CCNc2cccc(F)c2N1
Cc1cc2c(cc1F)NCC(=O)N2
C[C@@H]1Nc2cccc(F)c2NC1=O
CC1Nc2c(F)cccc2NC1=O
O=C1CNc2ccc(C(F)F)cc2N1
O=C1Nc2ccc(F)cc2N[C@H]1CO
O=C(O)c1cc(F)c2[nH]c(=O)[nH]c2c1
O=C(O)c1c(F)ccc2[nH]c(=O)[nH]c12
FC(F)c1ccc2c(c1)NCCN2
O=C1CNc2ccc(F)c(F)c2N1
O=c1[nH]c2ccc(C(F)F)cc2[nH]1
COc1cc2[nH]c(=O)[nH]c2cc1F
C[C@H]1Nc2ccc(F)cc2NC1=O
C[C@@H]1Nc2ccc(F)cc2NC1=O
C[C@H]1Nc2cc(F)ccc2NC1=O
OC[C@@H]1CNc2ccc(F)cc2N1
CCC1CNc2cc(F)c(C)cc2N1
Cc1cc2c(cc1F)NCCC(C)N2
Cc1cc2c(cc1F)NCC(C)CN2
Cc1cc2c(cc1F)NCC(C)(C)N2
CC1CNc2cc(F)ccc2NC1C
CC1CNc2ccc(F)cc2NC1C
CC1CNc2c(F)cccc2NC1C
Cc1cc2c(cc1F)NC(=O)CCN2
Cc1cc2c(cc1F)NC(=O)C(C)N2
Cc1cc2c(cc1F)NCC1(CC1)N2
Cc1cc2c(cc1F)NCC(C)N2
Cc1cc2c(cc1F)NCCN2
COC1CNc2ccc(F)cc2NC1
COC1CNc2cccc(F)c2NC1
CC1(C)CNc2ccc(F)cc2NC1
CC1(C)CNc2cccc(F)c2NC1
Fc1cccc2c1NC1(CCC1)CN2
Fc1ccc2c(c1)NCC1(CC1)CN2
Fc1cccc2c1NCC1(CC1)CN2
O=C(O)c1ccc2c(c1)NCCCN2
O=C1Nc2cccc(F)c2NC12CC2
O=C1Nc2c(F)cccc2NC12CC2
O=C1Nc2cc(F)ccc2NC12CC2
O=C1Nc2ccc(F)cc2NC12CC2
CC1(C)CNc2cccc(F)c2N1
Fc1cccc2c1NC1(CC1)CN2
CC1CNc2cccc(F)c2N1
CCC1CNc2c(F)cc(F)cc2N1
CC1CCNc2c(F)cc(F)cc2N1
CC1CNc2cc(F)cc(F)c2NC1
CC1(C)CNc2c(F)cc(F)cc2N1
Fc1cc(F)c2c(c1)NC1(CC1)CN2
Fc1cc(F)c2c(c1)NCCCN2
CC1CNc2c(F)cc(F)cc2N1
Fc1cc(F)c2c(c1)NCCN2
CC(F)(F)c1ccc2[nH]c(=O)[nH]c2c1
O=c1[nH]c2ccc(CF)cc2[nH]c1=O
C[C@H]1Nc2c(F)cccc2NC1=O
C[C@@H]1Nc2c(F)cccc2NC1=O
C[C@@H]1CNc2cccc(F)c2N1
C[C@H]1CNc2cccc(F)c2N1
O=c1[nH]c2c(F)ccc(F)c2[nH]c1=O
Cc1cc(F)cc2c1NCCN2
COc1c(F)ccc2[nH]c(=S)[nH]c12
COc1cc(F)cc2[nH]c(=S)[nH]c12
COc1ccc(F)c2[nH]c(=S)[nH]c12
COc1ccc2[nH]c(=S)[nH]c2c1F
COc1cc(F)c2[nH]c(=S)[nH]c2c1
OCc1cc2[nH]c(=S)[nH]c2cc1F
FC(F)CC1CNc2ccccc2N1
Cc1ccc2c(c1)NCC(F)(F)CN2
CCNc1ccc(F)cc1NC(C)C
CCc1cc2[nH]c(=S)[nH]c2cc1F
CCC(=O)Nc1cc(F)ccc1NC
CCNc1cc(F)ccc1NC(C)=O
Fc1cc2c(cc1F)NC1(CC1)CN2
O=C1Nc2ccc(F)cc2NC1CO
CC(C)C1CNc2cccc(F)c2N1
CC1(C)CCNc2cccc(F)c2N1
CC1CNc2cccc(F)c2NC1C
Fc1cccc2c1NC(C1CC1)CN2
Fc1cccc2c1NC1(CCN2)CC1
O=c1[nH]c2ccc(Cl)c(F)c2[nH]1
Fc1ccc(F)c2[nH]c(=S)[nH]c12
FC1(F)CNc2ccccc2NC1
O=c1[nH]c2cccc(C(F)F)c2[nH]1
Cc1cc(F)c2[nH]c(=S)[nH]c2c1
Cc1c(F)ccc2[nH]c(=S)[nH]c12
Cc1cc(F)cc2[nH]c(=S)[nH]c12
Cc1ccc2[nH]c(=S)[nH]c2c1F
CNc1cccc(F)c1NC(C)=O
CNc1ccc(F)cc1NC(C)=O
Cc1ccc(F)c2c1NCCN2
